,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Basement,Furnished,Surface of the plot,Garden,Garden orientation,Terrace surface,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Neighbourhood or locality,Street frontage width,Width of the lot on the street,"Gas, water &amp; electricity",Conformity certification for fuel tanks,Available date,Obligation to build,Covered parking spaces,Surroundings type,How many fireplaces?,Dressing room,Office,Professional space surface,Professional space,Basement surface,Attic surface,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,Garden surface,Terrace orientation,Caretaker,Elevator,Accessible for disabled people,Intercom,Secure access / alarm,Air conditioning,TV cable,Visio phone,Jacuzzi,Sauna,Swimming pool,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Bedroom 4 surface,Office surface,Dining room,Terrace,Virtual visit,Shower rooms,Total ground floor buildable,Laundry room,Attic,E-level (overall energy performance),Bedroom 5 surface,Living room,Isolated,Monthly charges,Percentage rented,Current monthly revenue,Property name,Number of annexes,Agent's name,EPC description,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,Age of annuitants,Date of the sale,Value of the property,Sea view
10147386,10147386,house,house,349000,forsale,2960,xl,semiequipped,2001,torenovate,wood,901,2,1555,,true,1492,,,,,,,Antwerp,After signing the deed,2001,To renovate,4,,100m²square meters,35m²square meters,Semi equipped,,2,,,,1,1,Yes,No,1555m²square meters,,South West,,901 kWh/m²kilowatt hour per square meters,F,20210924-0002467489-RES-1,Not specified,Not specified,No,Wood,Yes,Yes,No,No,No,Non flood zone,Residential recreation area,"€ 349,000349000 €",€ 1212 €,No,Bredabaan 260 2930- Brasschaat,http://www.heylenvastgoed.be,68584 - BRA-22-GKE-0,Antwerp,,10 m,26 mmeters,Yes,,,,,,1,,,,,,,,,,,,,1492m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156536,10156536,house,house,219000,forsale,2960,xl,semiequipped,1941,torenovate,gas,1146,3,152,,true,30,true,,,,,,Antwerp,After signing the deed,1941,To renovate,2,,130m²square meters,19m²square meters,Semi equipped,,3,,,,1,1,Yes,No,152m²square meters,,South West,10m²square meters,1146 kWh/m²kilowatt hour per square meters,F,20220822-0002659436-RES-2,Not specified,Not specified,No,Gas,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 219,000219000 €",€ 342342 €,No,Bredabaan 260 2930- Brasschaat,http://www.heylenvastgoed.be,68995 - BRA-22-GKE-0,Antwerp,,,5.2 mmeters,Yes,,,,,,,,,,,,,,,,,,,30m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156563,10156563,house,house,320000,forsale,2243,xl,semiequipped,1970,torenovate,fueloil,592,3,435,,,,true,,,1,,,Antwerp,After signing the deed,1970,To renovate,3,,190m²square meters,30m²square meters,Semi equipped,,3,,,,1,2,,No,435m²square meters,,,20m²square meters,592 kWh/m²kilowatt hour per square meters,F,20220915-0002675302-RES-1,Not specified,Not specified,No,Fuel oil,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 320,000320000 €",€ 974974 €,No,Sint Cordulastraat 19/1 2900- Schoten,,1795 - 1938,Antwerp,,,10 mmeters,,"Yes, conform",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147514,10147514,house,villa,1050000,forsale,2960,xl,installed,1979,tobedoneup,gas,239,6,1841,,true,1460,true,true,,3,2,,Antwerp,After signing the deed,1979,To be done up,4,2,505m²square meters,80m²square meters,Installed,,6,,,,3,5,Yes,No,1841m²square meters,,South West,62m²square meters,239 kWh/m²kilowatt hour per square meters,C,Certificaat-20220809-0002652778-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Recognized flood zone,Residential park,"€ 1,050,0001050000 €","€ 4,0504050 €",No,Bredabaan 260 2930- Brasschaat,https://www.heylenexclusief.be/,68568 - BRA-22-GKE-0,Antwerp,,29 m,37.5 mmeters,Yes,,,,3,,,,Yes,,,,,,,,,,,1460m²square meters,,,,,,,,,,,,,,,,,,,,24m²square meters,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156825,10156825,house,house,520000,forsale,2340,xl,installed,1978,good,gas,444,3,1817,,true,,true,,,2,2,,Antwerp,After signing the deed,1978,Good,4,2,162m²square meters,,Installed,,3,,,,1,1,Yes,No,1817m²square meters,Yes,South East,,444 kWh/m²kilowatt hour per square meters,E,20220408-0002580297-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 520,000520000 €","€ 1,6281628 €",No,Bredabaan 260 2930- Brasschaat,https://www.heylenexclusief.be/,69276 - MAL-22-SVR-0,Antwerp,,,30 mmeters,Yes,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156824,10156824,house,house,695000,forsale,2830,xl,semiequipped,1986,good,gas,241,3,680,,true,,true,true,,4,,,Antwerp,After signing the deed,1986,Good,4,,310m²square meters,,Semi equipped,,3,,,,2,3,Yes,No,680m²square meters,Yes,South,,241 kWh/m²kilowatt hour per square meters,C,20220330-0002574691-RES-1,Not specified,Not specified,No,Gas,,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 695,000695000 €","€ 1,6061606 €",No,Bredabaan 260 2930- Brasschaat,https://www.heylenexclusief.be/,69094 - MEC-22-BQU-0,Antwerp,,,20 mmeters,Yes,,,,4,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156822,10156822,house,house,795000,forsale,2800,xl,installed,1900,good,gas,238,4,204,,true,,true,,,,,,Antwerp,After signing the deed,1900,Good,2,,384m²square meters,,Installed,,4,,,,2,3,Yes,No,204m²square meters,Yes,South West,,238 kWh/m²kilowatt hour per square meters,C,Certificaat-20220617-0002624753-RES-1.pdf,Not specified,Not specified,No,Gas,Yes,Yes,No,Yes,No,Non flood zone,Residential area with cultural historical aesthetic value,"€ 795,000795000 €","€ 2,1352135 €",No,Bredabaan 260 2930- Brasschaat,https://www.heylenexclusief.be/,69008 - MEC-22-GMA-0,Antwerp,,,,Yes,,,,,Shop street,1,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143853,10143853,house,house,589000,forsale,2950,xl,hyperequipped,2011,asnew,gas,74,4,594,,,400,true,,,,2,,Antwerp,,2011,As new,3,2,234m²square meters,,Hyper equipped,,4,,,,2,2,,No,594m²square meters,,,36m²square meters,74 kWh/m²kilowatt hour per square meters,A,0002678775,Not specified,Not specified,,Gas,,Yes,Yes,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 589,000589000 €","€ 1,4251425 €",No,Hoevensebaan 25 2950- Kapellen,http://www.dewaele.com,D2950-22044,Antwerp,,,,,,,,,Urban,,,,,,,,,,,,,,400m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143183,10143183,house,villa,449000,forsale,2400,xl,hyperequipped,1961,justrenovated,fueloil,343,4,836,,true,700,true,,,1,5,,Antwerp,After signing the deed,1961,Just renovated,4,5,200m²square meters,37m²square meters,Hyper equipped,15m²square meters,4,19m²square meters,18m²square meters,13m²square meters,1,2,Yes,,836m²square meters,,,,343 kWh/m²kilowatt hour per square meters,D,20220919-0002674256-RES-1,Not specified,Not specified,,Fuel oil,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 449,000449000 €","€ 1,2661266 €",No,Waalsekaai 32 2000- Antwerpen,http://www.listings.be,4962405,Antwerp,,12 m,19.5 mmeters,Yes,,,,1,"Living area (residential, urban or rural)",,,,,,,,,,,,,Connected,700m²square meters,,,No,No,,,,Yes,,,,No,,,,,,,11m²square meters,,,Yes,,,120m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162709,10162709,house,house,390000,forsale,2570,xl,installed,1952,good,gas,277,3,359,,true,,true,true,,1,3,,Antwerp,,1952,Good,3,3,172m²square meters,,Installed,,3,,,,1,2,Yes,No,359m²square meters,Yes,South,,277 kWh/m²kilowatt hour per square meters,C,20221007-0002691614-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 390,000390000 €",€ 523523 €,No,Mechelbaan 509 2580- Putte,http://www.immovercammen.be,4930 - Hoogstraat54.,Antwerp,,,,Yes,,April 1 2023 - 12:00 AM,,1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161753,10161753,house,house,434000,forsale,2660,xl,installed,2003,asnew,,130,3,344,,,212,,,,,,,Antwerp,After signing the deed,2003,As new,2,,155m²square meters,43m²square meters,Installed,26m²square meters,3,19m²square meters,17m²square meters,7m²square meters,1,2,,No,344m²square meters,,East,,130 kWh/m²kilowatt hour per square meters,B,20220510-0002599336-RES-1,Not specified,Not specified,No,,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 434,000434000 €","€ 1,4481448 €",No,Prins Boudewijnlaan 122 2610- Wilrijk,,6034 - TK2205-06,Antwerp,,,9.65 mmeters,Yes,,,,,,,,,,,,,Yes,,,,,,212m²square meters,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10142247,10142247,house,house,595000,forsale,2920,xl,installed,1998,good,gas,206,4,1525,,true,,true,,,2,,,Antwerp,,1998,Good,4,,185m²square meters,30m²square meters,Installed,12m²square meters,4,18m²square meters,15m²square meters,10m²square meters,1,3,Yes,No,1525m²square meters,,,,206 kWh/m²kilowatt hour per square meters,C,2639434,1000 kg CO₂/m²,Not specified,No,Gas,,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 595,000595000 €","€ 2,1292129 €",No,Grote Markt 52 9100- Sint Niklaas,https://agency.quares.be,836009 - TVE-KEK34,Antwerp,Noorder- &amp; Zuiderkempen,12 m,22 mmeters,Yes,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147388,10147388,house,house,425000,forsale,2960,xl,installed,1992,torenovate,electric,736,2,1152,,true,977,true,,,1,3,,Antwerp,After signing the deed,1992,To renovate,4,3,135m²square meters,54m²square meters,Installed,,2,,,,1,1,Yes,No,1152m²square meters,,South,30m²square meters,736 kWh/m²kilowatt hour per square meters,F,20220719-0002643201-RES-1,Not specified,Not specified,No,Electric,Yes,Yes,No,No,No,Non flood zone,Residential park,"€ 425,000425000 €",,No,Bredabaan 260 2930- Brasschaat,http://www.heylenvastgoed.be,68576 - BRA-22-GKE-0,Antwerp,,13 m,,Yes,,,,1,,1,,,,,,,,,,,,,977m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127212,10127212,house,mansion,545000,forsale,2870,xl,installed,1860,tobedoneup,gas,509,4,1275,,true,,true,,,1,,,Antwerp,After signing the deed,1860,To be done up,3,,250m²square meters,78m²square meters,Installed,,4,15m²square meters,14m²square meters,9m²square meters,1,,Yes,No,1275m²square meters,Yes,South East,,509 kWh/m²kilowatt hour per square meters,F,20220906-0002668685-RES-2,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 545,000545000 €","€ 1,2041204 €",No,Dorpshart 10 2870- Puurs,http://www.trevi-axus.be,9563 - TK/22084/7,Antwerp,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154121,10154121,house,house,277000,forsale,2830,xl,notinstalled,1951,torenovate,,404,4,363,,true,229,,,,,1,,Antwerp,After signing the deed,1951,To renovate,2,1,130m²square meters,43m²square meters,Not installed,7m²square meters,4,20m²square meters,12m²square meters,,1,1,,No,363m²square meters,,South,,404 kWh/m²kilowatt hour per square meters,E,Certificaat-20221004-0002685616-RES-1,1000 kg CO₂/m²,Not specified,No,,Yes,,,No,,Non flood zone,,"€ 277,000277000 €",€ 684684 €,No,Dr. Persoonslaan 15 b 2830- Willebroek,http://www.walbersimmo.be,17049 - 3337TK,Antwerp,,6 m,6 mmeters,Yes,,,,,,,,,,,30m²square meters,,,,,,,,229m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146853,10146853,house,house,448000,forsale,2860,xl,semiequipped,1965,good,gas,193,3,440,,,,,,,2,2,,Antwerp,,1965,Good,2,2,188m²square meters,,Semi equipped,8m²square meters,3,14m²square meters,12m²square meters,8m²square meters,1,2,,No,440m²square meters,,,,193 kWh/m²kilowatt hour per square meters,B,2671922-RES,Not specified,Not specified,No,Gas,Yes,Yes,,Yes,No,Non flood zone,,"€ 448,000448000 €",€ 879879 €,No,Oude Schrieksebaan 20 2820- Bonheiden,,1706858 - 345346172,Antwerp,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149535,10149535,house,villa,1095000,forsale,2860,xl,installed,1964,good,gas,312,3,3051,,true,,true,,,6,,,Antwerp,After signing the deed,1964,Good,4,,264m²square meters,52m²square meters,Installed,15m²square meters,3,19m²square meters,19m²square meters,16m²square meters,1,2,Yes,No,3051m²square meters,,,,312 kWh/m²kilowatt hour per square meters,D,2061012,Not specified,Not specified,No,Gas,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 1,095,0001095000 €","€ 2,3432343 €",No,Oude Schrieksebaan 20 2820- Bonheiden,,1706876 - 345346038,Antwerp,,9 m,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10108176,10108176,house,house,295000,forsale,2660,xl,semiequipped,1947,tobedoneup,gas,482,3,102,,true,,,,,1,,,Antwerp,After signing the deed,1947,To be done up,3,,175m²square meters,,Semi equipped,,3,,,,3,3,Yes,No,102m²square meters,,,,482 kWh/m²kilowatt hour per square meters,E,202209060002666164-RES-1,Not specified,Not specified,No,Gas,Yes,,,,No,Non flood zone,"Living area (residential, urban or rural)","€ 295,000295000 €",€ 961961 €,No,Prins Boudewijnlaan 122 2610- Wilrijk,,5881 - TK2209-01,Antwerp,,10 m,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151199,10151199,house,villa,519000,forsale,2800,xl,installed,1957,tobedoneup,gas,373,3,1053,,,572,true,,,2,,,Antwerp,After signing the deed,1957,To be done up,4,,202m²square meters,30m²square meters,Installed,13m²square meters,3,17m²square meters,11m²square meters,11m²square meters,1,2,,No,1053m²square meters,,South,38m²square meters,373 kWh/m²kilowatt hour per square meters,D,Certificaat-20220929-0002684700-RES-1,1000 kg CO₂/m²,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 519,000519000 €",€ 750750 €,No,Dr. Persoonslaan 15 b 2830- Willebroek,http://www.walbersimmo.be,17046 - 3334 TK GH,Antwerp,,8 m,23 mmeters,Yes,,,,2,,,,,,,,,,,,,,,572m²square meters,,,,,,,,,,,,,,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156611,10156611,house,house,339000,forsale,2200,xl,semiequipped,1957,torenovate,fueloil,622,4,2117,,true,,,,,2,2,,Antwerp,,1957,To renovate,4,2,197m²square meters,,Semi equipped,8m²square meters,4,17m²square meters,17m²square meters,14m²square meters,1,1,,No,2117m²square meters,,,,622 kWh/m²kilowatt hour per square meters,F,20220930-0002686230-RES-1,Not specified,Not specified,No,Fuel oil,,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 339,000339000 €",,No,Bergstraat 184 2220- Heist op den Berg,http://www.cm-vastgoed.be,4537 - 1218,Antwerp,,,20.5 mmeters,,"Yes, conform",,,2,,,,,,,25m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,8m²square meters,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051145,10051145,house,townhouse,299000,forsale,2830,xl,hyperequipped,1936,tobedoneup,gas,193,4,216,,,,true,true,,,,,Antwerp,After signing the deed,1936,To be done up,2,,182m²square meters,30m²square meters,Hyper equipped,10m²square meters,4,14m²square meters,12m²square meters,7m²square meters,1,2,,No,216m²square meters,Yes,West,9m²square meters,193 kWh/m²kilowatt hour per square meters,B,20211115-0002493525-RES-1,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 299,000299000 €",€ 745745 €,No,Dorpshart 10 2870- Puurs,http://www.trevi-axus.be,9518 - TK/22065/4,Antwerp,,6 m,6 mmeters,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154593,10154593,house,exceptionalproperty,1395000,forsale,2980,xl,installed,1979,justrenovated,gas,214,4,4140,,,,true,true,true,4,5,,Antwerp,After signing the deed,1979,Just renovated,4,5,415m²square meters,,Installed,,4,,,,3,,,No,4140m²square meters,Yes,North West,120m²square meters,214 kWh/m²kilowatt hour per square meters,C,20200602-0002274980-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 1,395,0001395000 €","€ 2,9222922 €",No,Bredabaan 260 2930- Brasschaat,https://www.heylenexclusief.be/,68929 - BRA-22-EKO-0,Antwerp,,,66 mmeters,Yes,,,,4,,1,,Yes,,,,,,,,,,,,,,,,,Yes,,,Yes,,,Yes,,,,,,,,25m²square meters,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129135,10129135,house,house,368500,forsale,2110,xl,semiequipped,1954,good,fueloil,905,3,1214,,true,,true,,,2,,,Antwerp,After signing the deed,1954,Good,3,,135m²square meters,36m²square meters,Semi equipped,12m²square meters,3,20m²square meters,13m²square meters,12m²square meters,1,1,,No,1214m²square meters,Yes,South West,,905 kWh/m²kilowatt hour per square meters,F,20220921-0002680205-RES-1,Not specified,Not specified,No,Fuel oil,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 368,500368500 €",€ 726726 €,Yes,Zwaluwenlaan 2/1 2390- Malle,http://www.vastigo.be,424 - 1418,Antwerp,,8 m,112 mmeters,Yes,"Yes, conform",,,2,,,,,,,9m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104266,10104266,house,house,399000,forsale,2830,xl,hyperequipped,1965,torenovate,gas,712,4,497,,,,true,,,1,,,Antwerp,,1965,To renovate,4,,169m²square meters,40m²square meters,Hyper equipped,12m²square meters,4,18m²square meters,18m²square meters,14m²square meters,1,2,,No,497m²square meters,Yes,North,24m²square meters,712 kWh/m²kilowatt hour per square meters,F,20220817-0002657562-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 399,000399000 €",€ 815815 €,No,Dorpshart 10 2870- Puurs,http://www.trevi-axus.be,9533 - TK/22073/9,Antwerp,,12 m,20 mmeters,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10076390,10076390,house,house,429000,forsale,2830,xl,usainstalled,,justrenovated,gas,166,3,217,true,true,108,true,,,,2,,Antwerp,,,Just renovated,2,2,192m²square meters,57m²square meters,USA installed,14m²square meters,3,14m²square meters,22m²square meters,42m²square meters,1,2,,,217m²square meters,,South,24m²square meters,166 kWh/m²kilowatt hour per square meters,B,20220808-0002652186-RES-2,5618 kg CO₂/m²,Not specified,,Gas,Yes,Yes,,,No,Non flood zone,"Living area (residential, urban or rural)","€ 429,000429000 €",€ 596596 €,No,,,,Antwerp,,6 m,6 mmeters,Yes,,,,,"Living area (residential, urban or rural)",,No,No,,No,18m²square meters,,No,Yes,No,No,No,Connected,108m²square meters,South,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,All kind,,,Yes,,,1,36m²square meters,Yes,Yes,166,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134346,10134346,house,house,469000,forsale,2860,xl,installed,1960,justrenovated,gas,150,4,316,,,190,true,,,1,1,,Antwerp,After signing the deed,1960,Just renovated,2,1,164m²square meters,32m²square meters,Installed,13m²square meters,4,16m²square meters,14m²square meters,10m²square meters,1,3,,No,316m²square meters,,South West,38m²square meters,150 kWh/m²kilowatt hour per square meters,B,EP07254,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 469,000469000 €",€ 639639 €,No,Oude Schrieksebaan 20 2820- Bonheiden,,1706719 - 345346171,Antwerp,,6 m,6 mmeters,,,,,1,,,,,,,,,,,,,,,190m²square meters,,,,,,,,,,,,,,,,,,,10m²square meters,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10115591,10115591,house,house,498000,forsale,2830,xl,hyperequipped,2005,good,gas,179,3,401,,,,true,,,1,2,,Antwerp,,2005,Good,3,2,238m²square meters,44m²square meters,Hyper equipped,18m²square meters,3,18m²square meters,17m²square meters,15m²square meters,1,2,,No,401m²square meters,Yes,West,,179 kWh/m²kilowatt hour per square meters,B,20220607-0002602158-RES-3,Not specified,Not specified,No,Gas,Yes,Yes,Yes,,No,Non flood zone,"Living area (residential, urban or rural)","€ 498,000498000 €","€ 1,0991099 €",No,Dorpshart 10 2870- Puurs,http://www.trevi-axus.be,9538 - TK/22074/4,Antwerp,,9 m,12 mmeters,,,September 1 2023 - 12:00 AM,,1,,1,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074639,10074639,house,house,875000,forsale,2400,xl,installed,1970,good,fueloil,361,5,1322,,true,806,true,true,,2,5,,Antwerp,To be defined,1970,Good,4,5,588m²square meters,,Installed,,5,,,,3,3,Yes,No,1322m²square meters,,North East,,361 kWh/m²kilowatt hour per square meters,D,20220824-0002658299-RES-2,Not specified,Not specified,No,Fuel oil,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 875,000875000 €","€ 2,9622962 €",No,Bredabaan 260 2930- Brasschaat,https://www.heylenexclusief.be/,64324 - LOM-22-KSC-0,Antwerp,,21 m,27 mmeters,Yes,,,,2,Urban,,,Yes,,,,,,,,,,,806m²square meters,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133288,10133288,house,villa,939000,forsale,2920,xl,hyperequipped,1997,good,gas,61,5,2013,,,1280,true,true,true,2,5,,Antwerp,After signing the deed,1997,Good,4,5,330m²square meters,,Hyper equipped,,5,,,,2,3,,No,2013m²square meters,,,100m²square meters,61 kWh/m²kilowatt hour per square meters,A,20220221-0002549991-RES-1.,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,Residential park,"€ 939,000939000 €","€ 4,3384338 €",No,Bredabaan 260 2930- Brasschaat,https://www.heylenexclusief.be/,67893 - BRA-22-KHE-0,Antwerp,,16 m,32 mmeters,Yes,,,,2,,1,,Yes,,,,,,,,,,,1280m²square meters,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107023,10107023,house,exceptionalproperty,880000,forsale,2570,xl,installed,1972,tobedoneup,fueloil,271,5,900,,,,true,true,,1,2,,Antwerp,After signing the deed,1972,To be done up,4,2,447m²square meters,,Installed,,5,,,,1,2,,No,900m²square meters,Yes,South,,271 kWh/m²kilowatt hour per square meters,C,20220825-0002662315-RES-1,Not specified,Not specified,No,Fuel oil,,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 880,000880000 €","€ 2,7442744 €",No,Bredabaan 260 2930- Brasschaat,https://www.heylenexclusief.be/,66821 - MEC-22-BQU-0,Antwerp,,15 m,,Yes,,,,1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140466,10140466,house,house,345000,forsale,2660,xl,installed,1919,asnew,gas,282,3,193,,true,37,true,,,,,,Antwerp,,1919,As new,,,155m²square meters,27m²square meters,Installed,18m²square meters,3,19m²square meters,12m²square meters,12m²square meters,1,2,Yes,,193m²square meters,,North East,12m²square meters,282 kWh/m²kilowatt hour per square meters,C,20220708-0002637904-RES-1,Not specified,Not specified,,Gas,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 345,000345000 €",€ 745745 €,No,Tramlaan 249 1933- Sterrebeek,http://www.kasperkent.be,829 - Leopoldlei,Antwerp,,5 m,5 mmeters,Yes,,,No,,,,No,No,,,,,,No,No,No,No,Not connected,37m²square meters,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147387,10147387,house,house,569000,forsale,2960,xl,installed,2015,asnew,,87,3,452,,true,78,true,true,,1,6,,Antwerp,To be defined,2015,As new,3,6,158m²square meters,26m²square meters,Installed,,3,,,,2,3,Yes,No,452m²square meters,,North East,28m²square meters,87 kWh/m²kilowatt hour per square meters,A,11009-G-2013_1592/EP13796/A001/D01/SD001,Not specified,Not specified,No,,Yes,Yes,Yes,No,No,Non flood zone,Residential recreation area,"€ 569,000569000 €",€ 992992 €,No,Bredabaan 260 2930- Brasschaat,http://www.heylenvastgoed.be,68579 - BRA-22-GKE-0,Antwerp,,7 m,12 mmeters,Yes,,January 31 2023 - 12:00 AM,,1,,,,Yes,,,,,,,,,,,78m²square meters,,,,,,,,,,,,,,,,,,,,7m²square meters,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
