,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Building condition,Number of frontages,Covered parking spaces,Living room,Bedrooms,Bathrooms,Basement,Garden surface,Terrace,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available as of,Available date,Construction year,Street frontage width,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Shower rooms,Toilets,Attic,Furnished,Surface of the plot,Width of the lot on the street,Connection to sewer network,"Gas, water &amp; electricity",Terrace surface,Elevator,Accessible for disabled people,Secure access / alarm,TV cable,Swimming pool,Heating type,Double glazing,Flood zone type,Virtual visit,How many fireplaces?,Kitchen surface,Garden,Garden orientation,As built plan,Dining room,Bedroom 4 surface,Latest land use designation,Planning permission obtained,Subdivision permit,Office surface,Office,Intercom,Total ground floor buildable,Possible priority purchase right,Bedroom 5 surface,Dressing room,Laundry room,Professional space,Basement surface,Attic surface,Isolated,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Obligation to build,Neighbourhood or locality,Conformity certification for fuel tanks,Number of annexes,Property name,Professional space surface,Proceedings for breach of planning regulations,Extra information,E-level (overall energy performance),Agent's name,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Type of building,Venue of the sale,Single session,Terms of visit,Starting price,Monthly charges,Age of annuitants,Age of annuitant,Minimum overbid,Price after higher bid,Current monthly revenue,Maximum duration of annuity,Percentage rented,EPC description
10097442,10097442,house,house,165000,forsale,6182,xl,installed,1950,justrenovated,gas,275,3,321,true,true,172,,,,1,,,Hainaut,Just renovated,3,1,,3,2,Yes,172m²square meters,,275 kWh/m²kilowatt hour per square meters,D,20200826018880,51 kg CO₂/m²,40519 kWh/year,"Make an offer starting from€ 165,000Make an offer starting from165000 €",€ 498498 €,No,Place Communale 18 6230- Pont-à-Celles,http://www.delfimmo.be,4903893,Hainaut,After signing the deed,,1950,5 m,,Isolated,130m²square meters,20m²square meters,Installed,20m²square meters,15m²square meters,26m²square meters,1,1,Yes,No,321m²square meters,8 mmeters,Connected,Yes,,No,No,,Yes,No,Gas,,Possible flood zone,,,22m²square meters,,,,,,,,,,,,63m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020640,10020640,house,house,179000,forsale,6041,xl,semiequipped,,tobedoneup,fueloil,550,4,267,true,,70,true,true,,1,,,Hainaut,To be done up,2,1,,4,2,,70m²square meters,,550 kWh/m²kilowatt hour per square meters,G,20220706001623,136 kg CO₂/m²,110248 kWh/year,"Make an offer starting from€ 179,000Make an offer starting from179000 €",€ 743743 €,No,Place Communale 18 6230- Pont-à-Celles,http://www.delfimmo.be,4846673,Hainaut,After signing the deed,,,14 m,,Mall,200m²square meters,30m²square meters,Semi equipped,15m²square meters,8m²square meters,14m²square meters,2,2,Yes,No,267m²square meters,14 mmeters,Connected,Yes,60m²square meters,No,Yes,,Yes,No,Fuel oil,Yes,Non flood zone,,,16m²square meters,,,,,11m²square meters,,,,13m²square meters,Yes,,140m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
10132334,10132334,house,house,230000,forsale,6030,xl,installed,,justrenovated,gas,198,4,300,true,true,115,true,,,1,2,,Hainaut,Just renovated,2,1,,4,1,Yes,115m²square meters,,198 kWh/m²kilowatt hour per square meters,C,20220905026118,Not specified,38617 kWh/year,"Make an offer starting from€ 230,000Make an offer starting from230000 €",€ 774774 €,No,Rue Félix Protin 1 5060- Auvelais,http://www.myimmo.be,4956785,Hainaut,After signing the deed,,,7 m,2,,140m²square meters,16m²square meters,Installed,18m²square meters,7m²square meters,17m²square meters,,2,Yes,No,300m²square meters,2 mmeters,Connected,Yes,22m²square meters,No,,Yes,Yes,No,Gas,Yes,,,,10m²square meters,,,,Yes,15m²square meters,,,,,,,90m²square meters,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10034520,10034520,house,house,239000,forsale,7500,xl,semiequipped,,asnew,gas,324,4,240,true,true,140,true,,,,,,Hainaut,As new,2,,,4,1,Yes,140m²square meters,,324 kWh/m²kilowatt hour per square meters,D,20201020008960,62 kg CO₂/m²,52755 kWh/year,"Make an offer starting from€ 239,000Make an offer starting from239000 €",€ 758758 €,No,Place Communale 18 6230- Pont-à-Celles,http://www.delfimmo.be,4853262,Hainaut,After signing the deed,,,7 m,,Isolated,190m²square meters,18m²square meters,Semi equipped,15m²square meters,10m²square meters,14m²square meters,1,2,Yes,No,240m²square meters,7 mmeters,Connected,Yes,17m²square meters,No,No,,Yes,No,Gas,Yes,Non flood zone,,,14m²square meters,,,,Yes,45m²square meters,,,,,,,80m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9991096,9991096,house,house,259000,forsale,7100,xl,installed,1977,asnew,gas,294,3,429,true,,,true,true,,1,1,,Hainaut,As new,2,1,Yes,3,1,,,Yes,294 kWh/m²kilowatt hour per square meters,D,20220312007732,56 kg CO₂/m²,57925 kWh/year,"Make an offer starting from€ 259,000Make an offer starting from259000 €",€ 909909 €,No,Chaussée Paul Houtart 232 7110- Houdeng-Goegnies,http://www.alexinvest.be,4805044,Hainaut,After signing the deed,,1977,7 m,1,,177m²square meters,,Installed,16m²square meters,16m²square meters,9m²square meters,,2,Yes,No,429m²square meters,,,Yes,,No,No,,Yes,No,Gas,,,,,12m²square meters,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10032637,10032637,house,house,299000,forsale,7380,xl,hyperequipped,2020,asnew,gas,114,4,250,true,,110,true,true,,,1,,Hainaut,As new,2,,,4,1,,110m²square meters,,114 kWh/m²kilowatt hour per square meters,B,20220517007397,28 kg CO₂/m²,32041 kWh/year,"Make an offer starting from€ 299,000Make an offer starting from299000 €",€ 841841 €,No,Avenue Louise 433 1050- Bruxelles,http://www.bytheway.immo,4851977,Hainaut,After signing the deed,October 1 2022 - 12:00 AM,2020,8 m,1,Isolated,250m²square meters,35m²square meters,Hyper equipped,17m²square meters,17m²square meters,17m²square meters,1,2,Yes,,250m²square meters,21 mmeters,Connected,Yes,60m²square meters,No,No,Yes,Yes,No,Gas,Yes,Non flood zone,Link to the virtual visit,,12m²square meters,,,,,70m²square meters,"Living area (residential, urban or rural)",Yes,Yes,,Yes,Yes,90m²square meters,No,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,7m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
9641327,9641327,house,house,299000,forsale,7180,xl,notinstalled,1950,torenovate,gas,505,4,1752,true,true,1750,,,,1,1,,Hainaut,To renovate,4,1,,4,1,Yes,1750m²square meters,,505 kWh/m²kilowatt hour per square meters,F,20211128006575,104 kg CO₂/m²,119377 kWh/year,"Make an offer starting from€ 299,000Make an offer starting from299000 €",€ 740740 €,No,Place Communale 18 6230- Pont-à-Celles,http://www.delfimmo.be,4587178,Hainaut,After signing the deed,November 25 2021 - 12:00 AM,1950,11 m,1,Urban,180m²square meters,19m²square meters,Not installed,14m²square meters,18m²square meters,9m²square meters,1,1,Yes,No,1752m²square meters,29 mmeters,,Yes,,,,,,,Gas,Yes,,,,16m²square meters,,,,Yes,15m²square meters,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132335,10132335,house,house,249900,forsale,6250,xl,semiequipped,,torenovate,gas,373,5,1185,true,true,900,true,true,,1,3,,Hainaut,To renovate,3,1,,5,2,Yes,900m²square meters,,373 kWh/m²kilowatt hour per square meters,E,20220329015897,Not specified,114070 kWh/year,"Make an offer starting from€ 249,900Make an offer starting from249900 €",€ 540540 €,No,Rue Félix Protin 1 5060- Auvelais,http://www.myimmo.be,4957877,Hainaut,After signing the deed,,,10 m,3,Isolated,225m²square meters,20m²square meters,Semi equipped,20m²square meters,18m²square meters,22m²square meters,2,3,Yes,No,1185m²square meters,11 mmeters,Connected,Yes,150m²square meters,No,Yes,,Yes,No,Gas,Yes,,,,17m²square meters,,,,Yes,9m²square meters,,,No,16m²square meters,Yes,,250m²square meters,,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,Hainaut,,,,16m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
9928136,9928136,house,villa,315000,forsale,7180,xl,semiequipped,1973,torenovate,wood,482,3,2129,,true,,true,true,,5,6,,Hainaut,To renovate,4,5,,3,1,,,,482 kWh/m²kilowatt hour per square meters,F,20130915009479,11 kg CO₂/m²,61163 kWh/year,"Make an offer starting from€ 315,000Make an offer starting from315000 €","€ 1,0701070 €",No,Chaussée de Mons 14 1400- Nivelles,http://www.trevilogis.be,181536 - 111114736,Hainaut,After signing the deed,,1973,16 m,6,Countryside,174m²square meters,33m²square meters,Semi equipped,14m²square meters,11m²square meters,9m²square meters,,1,,No,2129m²square meters,49 mmeters,,Yes,67m²square meters,,,,,,Wood,Yes,Possible flood zone,,1,8m²square meters,Yes,South West,No,Yes,,Farming area,,,6m²square meters,Yes,,,No,,,Yes,,25m²square meters,,,,,,,,,,,,,,,,,,,,Château,,,-,,No,Demander les RU,,,,,,,,,,,,,,,,,,,,,,,
10099200,10099200,house,countrycottage,349500,forsale,7890,xl,installed,1900,good,fueloil,749,4,1476,,,800,true,,,1,6,,Hainaut,Good,4,1,,4,1,,800m²square meters,,749 kWh/m²kilowatt hour per square meters,G,2016033003151,9999 kg CO₂/m²,Not specified,"€ 349,500349500 €",€ 324324 €,No,Stationstraat 30 9600- Ronse,,3939135,Hainaut,After signing the deed,January 1 2023 - 12:00 AM,1900,20 m,6,Isolated,220m²square meters,35m²square meters,Installed,12m²square meters,12m²square meters,10m²square meters,,1,,No,1476m²square meters,40 mmeters,Connected,Yes,40m²square meters,No,No,,Yes,No,Fuel oil,,Non flood zone,,,30m²square meters,,,,,10m²square meters,,,,,,,150m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9924034,9924034,house,house,285000,forsale,7100,xl,hyperequipped,1920,good,gas,534,2,756,,true,340,true,,,2,2,,Hainaut,Good,,2,,2,1,Yes,340m²square meters,,534 kWh/m²kilowatt hour per square meters,G,20220511025600,96 kg CO₂/m²,86042 kWh/year,"€ 285,000285000 €",€ 639639 €,No,Rue de Namur 93 1400- Nivelles,http://www.beaufils.be,2803 - 1345,Hainaut,After signing the deed,,1920,6 m,2,,161m²square meters,41m²square meters,Hyper equipped,,,,,1,,No,756m²square meters,13.6 mmeters,,Yes,35m²square meters,,,,,,Gas,Yes,,,,,,South East,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10083660,10083660,house,villa,395000,forsale,7760,xl,,1999,good,fueloil,313,4,1164,true,true,1024,true,,,1,3,,Hainaut,Good,4,1,,4,1,,1024m²square meters,,313 kWh/m²kilowatt hour per square meters,D,20220824029208,78 kg CO₂/m²,76881 kWh/year,"€ 395,000395000 €","€ 1,0071007 €",No,"204, Chaussée de Lille 7500- Tournai",http://www.weinvest.be,4840014,Hainaut,After signing the deed,,1999,15 m,3,Countryside,176m²square meters,63m²square meters,,20m²square meters,20m²square meters,19m²square meters,1,1,,,1164m²square meters,21.8 mmeters,Connected,No,62m²square meters,,,,Yes,,Fuel oil,Yes,,Link to the virtual visit,,19m²square meters,,,,,13m²square meters,,,,,,,140m²square meters,,,,,,142m²square meters,25m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9987047,9987047,house,house,299000,forsale,7370,xl,hyperequipped,2020,asnew,gas,114,4,250,true,,110,true,true,,,1,,Hainaut,As new,2,,,4,1,,110m²square meters,,114 kWh/m²kilowatt hour per square meters,B,20220517007397,28 kg CO₂/m²,32041 kWh/year,"Make an offer starting from€ 299,000Make an offer starting from299000 €",€ 841841 €,No,Avenue Louise 433 1050- Bruxelles,http://www.bytheway.immo,4808805,Hainaut,After signing the deed,October 1 2022 - 12:00 AM,2020,8 m,1,Isolated,210m²square meters,35m²square meters,Hyper equipped,17m²square meters,17m²square meters,17m²square meters,1,2,Yes,,250m²square meters,21 mmeters,Connected,Yes,60m²square meters,No,No,Yes,Yes,No,Gas,Yes,Non flood zone,Link to the virtual visit,,12m²square meters,,,,,70m²square meters,"Living area (residential, urban or rural)",Yes,Yes,,Yes,Yes,90m²square meters,No,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,7m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
10122997,10122997,house,house,550000,forsale,6120,xl,semiequipped,,asnew,fueloil,268,6,1228,true,true,400,true,true,,1,8,,Hainaut,As new,4,1,,6,2,Yes,400m²square meters,,268 kWh/m²kilowatt hour per square meters,D,20220822027134,67 kg CO₂/m²,88456 kWh/year,"Make an offer starting from€ 550,000Make an offer starting from550000 €","€ 1,1151115 €",No,Place Communale 18 6230- Pont-à-Celles,http://www.delfimmo.be,4936054,Hainaut,,,,25 m,8,Isolated,330m²square meters,36m²square meters,Semi equipped,30m²square meters,11m²square meters,10m²square meters,2,3,Yes,No,1228m²square meters,50 mmeters,Connected,No,420m²square meters,No,Yes,Yes,Yes,No,Fuel oil,Yes,Non flood zone,,,20m²square meters,,,,Yes,10m²square meters,,,,20m²square meters,Yes,,190m²square meters,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
9948845,9948845,house,house,460000,forsale,7061,xl,installed,1998,good,gas,210,4,1531,,,,true,,,1,4,,Hainaut,Good,4,1,,4,2,,,,210 kWh/m²kilowatt hour per square meters,C,2022402002606,39 kg CO₂/m²,43032 kWh/year,"€ 460,000460000 €","€ 1,4351435 €",No,Place Ernest Dubois 6 1390- Grez-Doiceau,,4785799,Hainaut,After signing the deed,,1998,15 m,4,Isolated,227m²square meters,44m²square meters,Installed,16m²square meters,14m²square meters,15m²square meters,,2,,No,1531m²square meters,42 mmeters,Connected,Yes,60m²square meters,No,Yes,,Yes,No,Gas,Yes,,,,20m²square meters,,,,,22m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10165268,10165268,house,house,86500,forsale,7332,xl,notinstalled,,good,electric,421,1,13,,,,,,,,,,Hainaut,Good,2,,,1,1,,,,421 kWh/m²kilowatt hour per square meters,E,20141012004390,Not specified,Not specified,"€ 86,50086500 €",€ 143143 €,No,Rue De fuisseaux 115 7333- Tertre,http://www.century21-horizon.be,6202 - 8058215,Hainaut,After signing the deed,,,,,,69m²square meters,,Not installed,15m²square meters,,,,1,,No,13m²square meters,,,Yes,,,,,,,Electric,Yes,Non flood zone,Link to the virtual visit,,15m²square meters,,,No,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10122996,10122996,house,house,550000,forsale,6280,xl,semiequipped,,asnew,fueloil,268,6,1228,true,true,400,true,true,,1,8,,Hainaut,As new,4,1,,6,2,Yes,400m²square meters,,268 kWh/m²kilowatt hour per square meters,D,20220822027134,67 kg CO₂/m²,88456 kWh/year,"Make an offer starting from€ 550,000Make an offer starting from550000 €","€ 1,1151115 €",No,Place Communale 18 6230- Pont-à-Celles,http://www.delfimmo.be,4936053,Hainaut,,,,25 m,8,Isolated,330m²square meters,36m²square meters,Semi equipped,30m²square meters,11m²square meters,10m²square meters,2,3,Yes,No,1228m²square meters,50 mmeters,Connected,No,420m²square meters,No,Yes,Yes,Yes,No,Fuel oil,Yes,Non flood zone,,,20m²square meters,,,,Yes,10m²square meters,,,,20m²square meters,Yes,,190m²square meters,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,
10094702,10094702,house,villa,515000,forsale,7180,xl,installed,1999,good,fueloil,198,4,1248,true,,,true,true,,,5,,Hainaut,Good,4,,,4,1,,,Yes,198 kWh/m²kilowatt hour per square meters,C,20220331018745,49 kg CO₂/m²,Not specified,"€ 515,000515000 €",,,Rue de Saintes 11/3 1400- Nivelles,,,Hainaut,After signing the deed,,1999,,5,"Living area (residential, urban or rural)",215m²square meters,40m²square meters,Installed,15m²square meters,15m²square meters,22m²square meters,1,,Yes,No,1248m²square meters,,,,,,,Yes,,,Fuel oil,,,,,18m²square meters,Yes,South East,,,9m²square meters,"Living area (residential, urban or rural)",,,15m²square meters,Yes,,,,,Yes,Yes,Yes,,,,,,,,,South East,,,,,,,,,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10094730,10094730,house,villa,515000,forsale,6230,xl,installed,1999,good,fueloil,198,4,1248,true,,,true,true,,,5,,Hainaut,Good,4,,,4,1,,,Yes,198 kWh/m²kilowatt hour per square meters,C,20220331018745,49 kg CO₂/m²,Not specified,"€ 515,000515000 €",,,Rue de Saintes 11/3 1400- Nivelles,,,Hainaut,After signing the deed,,1999,,5,"Living area (residential, urban or rural)",215m²square meters,40m²square meters,Installed,15m²square meters,15m²square meters,22m²square meters,1,,Yes,No,1248m²square meters,,,,,,,Yes,,,Fuel oil,Yes,,,,18m²square meters,Yes,South East,,,9m²square meters,"Living area (residential, urban or rural)",,,15m²square meters,Yes,,,,,Yes,,,,,,,,,,,South East,,,,,,,,,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10016535,10016535,house,house,79000,forsale,6020,xl,semiequipped,,good,gas,263,2,205,,true,56,true,,,,,,Hainaut,Good,2,,,2,1,Yes,56m²square meters,,263 kWh/m²kilowatt hour per square meters,D,20220712017581,65 kg CO₂/m²,40010 kWh/year,"€ 79,00079000 €",€ 416416 €,No,Avenue des Ardennes 1/02 4500- Huy,http://www.immo-bertrand.be,2793 - 2450,Hainaut,After signing the deed,,,,,,153m²square meters,30m²square meters,Semi equipped,,,,,2,,No,205m²square meters,5.1 mmeters,,Yes,15m²square meters,,,,,,Gas,Yes,,,,,,North West,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10142416,10142416,house,house,165000,forsale,6060,xl,installed,,good,gas,558,3,135,,true,,,,,1,,,Hainaut,Good,3,1,,3,1,Yes,,,558 kWh/m²kilowatt hour per square meters,G,20150608000301,102 kg CO₂/m²,14741 kWh/year,"€ 165,000165000 €",€ 446446 €,No,Rue Chalmagne 2 6120- Marbaix (Ht.),http://www.burima.be,1899 - 1667,Hainaut,After signing the deed,,,,,Urban,145m²square meters,,Installed,,,,,2,,No,135m²square meters,,,Yes,,,,,Yes,,Gas,Yes,,Link to the virtual visit,,,Yes,West,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121702,10121702,house,house,359000,forsale,7060,xl,installed,2023,,gas,90,3,253,,,175,,,,1,,1,Hainaut,,2,1,,3,1,,175m²square meters,,90 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,"€ 359,000359000 €",€ 11 €,No,Rue du fond Cattelain 1 bt1 1435- Mont St Guibert,http://www.aboreal.be,4233 - 1586,Hainaut,,October 15 2023 - 12:00 AM,2023,,,"Living area (residential, urban or rural)",224m²square meters,33m²square meters,Installed,14m²square meters,12m²square meters,,1,2,,No,253m²square meters,7.5 mmeters,,Yes,,,,,,,Gas,Yes,,,,,,East,No,,,"Living area (residential, urban or rural)",Yes,Yes,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147794,10147794,house,villa,1795000,forsale,7800,xl,hyperequipped,2006,tobedoneup,fueloil,190,4,4202,,true,,true,true,,2,5,,Hainaut,To be done up,4,2,,4,2,Yes,,Yes,190 kWh/m²kilowatt hour per square meters,C,20120801004626,48 kg CO₂/m²,Not specified,"€ 1,795,0001795000 €",,,Rue de Saintes 11/3 1400- Nivelles,,,Hainaut,After signing the deed,,2006,,5,"Living area (residential, urban or rural)",530m²square meters,75m²square meters,Hyper equipped,20m²square meters,45m²square meters,18m²square meters,,,,No,4202m²square meters,,,,,,,Yes,,,Fuel oil,Yes,,,1,22m²square meters,Yes,East,,Yes,19m²square meters,"Living area (residential, urban or rural)",,,150m²square meters,Yes,,,,,Yes,Yes,Yes,,,,,,,,,East,,,,,Yes,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100692,10100692,house,house,110000,forsale,7860,xl,semiequipped,,torenovate,gas,544,3,150,,,,,,,,,,Hainaut,To renovate,2,,,3,1,,,,544 kWh/m²kilowatt hour per square meters,G,20220808012215,Not specified,Not specified,"€ 110,000110000 €",€ 470470 €,No,Porte d'Ogy 78 7860- Lessines,http://www.immobeguin.be,20254 - VK 4143,Hainaut,After signing the deed,,,,,,120m²square meters,,Semi equipped,50m²square meters,12m²square meters,10m²square meters,,1,,No,150m²square meters,,,,,,,,,,Gas,,Non flood zone,,,2m²square meters,,,No,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10006213,10006213,house,house,175000,forsale,7522,xl,semiequipped,,tobedoneup,fueloil,367,3,304,true,true,252,true,,,,,,Hainaut,To be done up,2,,,3,1,,252m²square meters,,367 kWh/m²kilowatt hour per square meters,E,20220619000235,91 kg CO₂/m²,46762 kWh/year,"€ 175,000175000 €",,No,"204, Chaussée de Lille 7500- Tournai",http://www.weinvest.be,4713320,Hainaut,After signing the deed,,,5 m,,Urban,103m²square meters,,Semi equipped,14m²square meters,9m²square meters,9m²square meters,,2,,,304m²square meters,6 mmeters,,No,16m²square meters,,,,Yes,,Fuel oil,Yes,,Link to the virtual visit,,25m²square meters,,,,,,,,,,,,52m²square meters,,,,,,42m²square meters,55m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10064790,10064790,house,house,139000,forsale,6030,xl,installed,1930,good,gas,1061,2,189,true,true,120,true,,,,,,Hainaut,Good,2,,,2,1,Yes,120m²square meters,,1061 kWh/m²kilowatt hour per square meters,G,20141213002676,193 kg CO₂/m²,138889 kWh/year,"Make an offer starting from€ 139,000Make an offer starting from139000 €",€ 252252 €,No,Place Communale 18 6230- Pont-à-Celles,http://www.delfimmo.be,4868462,Hainaut,After signing the deed,October 1 2022 - 12:00 AM,1930,,,Isolated,120m²square meters,12m²square meters,Installed,19m²square meters,21m²square meters,,1,1,Yes,No,189m²square meters,,Connected,Yes,60m²square meters,No,No,,Yes,No,Gas,Yes,,,,11m²square meters,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9981219,9981219,house,house,160000,forsale,6180,xl,semiequipped,,good,gas,492,2,162,true,true,40,true,,,1,1,,Hainaut,Good,2,1,,2,1,Yes,40m²square meters,,492 kWh/m²kilowatt hour per square meters,F,20181022011669,90 kg CO₂/m²,55538 kWh/year,"Make an offer starting from€ 160,000Make an offer starting from160000 €",€ 356356 €,No,Place Communale 18 6230- Pont-à-Celles,http://www.delfimmo.be,4805874,Hainaut,After signing the deed,,,,1,Isolated,113m²square meters,15m²square meters,Semi equipped,22m²square meters,11m²square meters,,1,2,Yes,No,162m²square meters,,Connected,Yes,26m²square meters,No,Yes,,Yes,No,Gas,Yes,Non flood zone,,,10m²square meters,,,,Yes,,"Living area (residential, urban or rural)",Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10085156,10085156,house,house,180000,forsale,6040,xl,semiequipped,1950,tobedoneup,fueloil,480,2,450,,true,500,,,,1,2,,Hainaut,To be done up,4,1,Yes,2,1,Yes,500m²square meters,,480 kWh/m²kilowatt hour per square meters,F,20210812008945,119 kg CO₂/m²,64122 kWh/year,"Make an offer starting from€ 180,000Make an offer starting from180000 €",€ 981981 €,No,Place Communale 18 6230- Pont-à-Celles,http://www.delfimmo.be,4896290,Hainaut,After signing the deed,September 1 2022 - 12:00 AM,1950,,2,Urban,110m²square meters,,Semi equipped,14m²square meters,12m²square meters,,1,1,,No,450m²square meters,,Connected,Yes,,,,,,,Fuel oil,Yes,,,,,,,,,,"Living area (residential, urban or rural)",,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,
10087743,10087743,house,apartmentblock,180000,forsale,7130,xl,installed,1970,good,gas,296,5,50,,true,,,,,,,,Hainaut,Good,2,,,5,3,Yes,,,296 kWh/m²kilowatt hour per square meters,D,20220308026153,54 kg CO₂/m²,64475 kWh/year,"Make an offer starting from€ 180,000Make an offer starting from180000 €",,Yes,Place Communale 18 6230- Pont-à-Celles,http://www.delfimmo.be,4897822,Hainaut,To be defined,October 1 2022 - 12:00 AM,1970,9 m,,Isolated,185m²square meters,26m²square meters,Installed,13m²square meters,17m²square meters,10m²square meters,3,3,,No,50m²square meters,9 mmeters,Connected,Yes,,No,No,,Yes,No,Gas,Yes,Non flood zone,,,9m²square meters,,,,,11m²square meters,,,,,,,50m²square meters,,16m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
