,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Available date,Neighbourhood or locality,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement,Attic,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Terrace surface,Elevator,Accessible for disabled people,Intercom,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Price,Tenement building,Address,Website,External reference,Province,Armored door,Width of the lot on the street,TV cable,Double glazing,Total ground floor buildable,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Cadastral income,Bedroom 4 surface,Living room,Terrace,Planning permission obtained,Bedroom 5 surface,Secure access / alarm,Professional space surface,Conformity certification for fuel tanks,Subdivision permit,As built plan,How many fireplaces?,Garden orientation,Basement surface,Attic surface,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Caretaker,Visio phone,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Professional space,Isolated,Type of building,Terrace orientation,Air conditioning,Jacuzzi,Sauna,Internet,E-level (overall energy performance),Monthly charges,Property name,Agent's name,Current monthly revenue,Garden,Obligation to build,Number of annexes,Venue of the sale,Single session,Terms of visit,Starting price,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Percentage rented,Extra information,EPC description,Age of annuitant
10148614,10148614,house,house,760000,forsale,1200,xl,installed,1958,good,gas,290,5,178,true,true,75,true,true,,1,,,Brussels,After signing the deed,November 1 2022 - 12:00 AM,Bruxelles (19 communes),1958,Good,7 m,2,1,,"Living area (residential, urban or rural)",Link to the virtual visit,259m²square meters,30m²square meters,Yes,Installed,10m²square meters,5,16m²square meters,16m²square meters,14m²square meters,2,2,2,,Yes,Yes,Yes,No,178m²square meters,Connected,Yes,75m²square meters,12m²square meters,No,No,Yes,No,290 kWh/m²kilowatt hour per square meters,F,201610110000354758016,62 kg CO₂/m²,Not specified,Gas,"€ 760,000760000 €",No,"Avenue des Cerisiers, 212 1200- Woluwe-St-Lambert",http://www.expertissimmo.eu,4961784,Brussels,,,,,,,,,,,14m²square meters,,,,9m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10149241,10149241,house,house,450000,forsale,1150,xl,installed,1968,torenovate,gas,287,3,170,true,true,50,true,,,,,,Brussels,After signing the deed,,,1968,To renovate,,3,,,Isolated,Link to the virtual visit,100m²square meters,26m²square meters,,Installed,6m²square meters,3,12m²square meters,11m²square meters,6m²square meters,1,,1,,,Yes,Yes,No,170m²square meters,,Yes,50m²square meters,10m²square meters,,,,,287 kWh/m²kilowatt hour per square meters,F,620673,57 kg CO₂/m²,Not specified,Gas,"€ 450,000450000 €",No,Parvis Sainte-Alix 37 1150- Woluwe-Saint-Pierre,http://www.maxime-realestate.be,4964040,Brussels,,,,Yes,,,,Non flood zone,,"€ 1,4671467 €",,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147189,10147189,house,house,475000,forsale,1150,xl,hyperequipped,1931,justrenovated,gas,546,3,246,true,true,85,true,,,,2,,Brussels,After signing the deed,,Brussel (19 gemeenten),1931,Just renovated,,3,,2,Isolated,Link to the virtual visit,107m²square meters,30m²square meters,,Hyper equipped,15m²square meters,3,13m²square meters,10m²square meters,10m²square meters,1,,1,,,Yes,Yes,No,246m²square meters,,Yes,85m²square meters,10m²square meters,No,No,,No,546 kWh/m²kilowatt hour per square meters,G,540879,109 kg CO₂/m²,Not specified,Gas,"€ 475,000475000 €",No,Parvis Sainte-Alix 37 1150- Woluwe-Saint-Pierre,http://www.maxime-realestate.be,4964859,Brussels,,,Yes,Yes,,,,Possible flood zone,,€ 837837 €,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10166870,10166870,house,apartmentblock,650000,forsale,1083,xl,usasemiequipped,1910,good,gas,,4,141,,true,44,true,true,,,,,Brussels,To be defined,October 1 2022 - 12:00 AM,Bruxelles,1910,Good,5.7 m,2,,,Urban,,293m²square meters,19m²square meters,,USA semi equipped,19m²square meters,4,10m²square meters,14m²square meters,,2,,3,5m²square meters,Yes,,,No,141m²square meters,Connected,No,44m²square meters,30m²square meters,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"€ 650,000650000 €",Yes,Place Communale 8 1160- Auderghem,http://www.weinvest.be,4972839,Brussels,,6 mmeters,,Yes,97m²square meters,,,,,,,,,,,,,,,,,,58m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164694,10164694,house,apartmentblock,890000,forsale,1190,xl,,1953,torenovate,gas,,0,630,true,true,502,,,,2,2,,Brussels,After signing the deed,,,1953,To renovate,7 m,2,2,2,Fitted out,,360m²square meters,,,,,,,,,3,,3,,No,Yes,,,630m²square meters,Connected,Yes,502m²square meters,,,,,,Not specified,Not specified,202210030000621987010,Not specified,Not specified,Gas,"€ 890,000890000 €",Yes,,,,Brussels,No,7 mmeters,,No,,,,,,"€ 2,2262226 €",,,,,,,,No,,,,East,,58m²square meters,No,,Yes,No,No,Yes,,,No,No,No,No,No,Yes,Apartment building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138311,10138311,house,apartmentblock,1000000,forsale,1050,xl,hyperequipped,1920,good,gas,501,10,285,true,true,145,true,true,,,,,Brussels,After signing the deed,December 1 2022 - 12:00 AM,Bruxelles Sud,1920,Good,6.3 m,2,,,"Living area (residential, urban or rural)",Link to the virtual visit,340m²square meters,,Yes,Hyper equipped,,10,34m²square meters,20m²square meters,21m²square meters,7,,7,,Yes,Yes,Yes,No,285m²square meters,Connected,Yes,145m²square meters,30m²square meters,No,No,Yes,No,501 kWh/m²kilowatt hour per square meters,G,Not specified,105 kg CO₂/m²,Not specified,Gas,"€ 1,000,0001000000 €",Yes,"Avenue des Cerisiers, 212 1200- Woluwe-St-Lambert",http://www.expertissimmo.eu,4899933,Brussels,,,,,,,,,,"€ 1,7021702 €",18m²square meters,Yes,,,13m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154584,10154584,house,house,720000,forsale,1180,xl,hyperequipped,1948,tobedoneup,gas,176,4,154,,true,40,true,,,,,,Brussels,After signing the deed,December 1 2022 - 12:00 AM,,1948,To be done up,,2,,,Isolated,,292m²square meters,,,Hyper equipped,,4,40m²square meters,40m²square meters,20m²square meters,3,3,2,,,Yes,,No,154m²square meters,Connected,Yes,40m²square meters,,No,No,,No,176 kWh/m²kilowatt hour per square meters,D,20220301-0000606830-01-0,35 kg CO₂/m²,Not specified,Gas,"€ 720,000720000 €",No,Avenue de L'Armée 41 1040- Etterbeek,http://www.tomson-properties.be,4968387,Brussels,,,,Yes,292m²square meters,,,Non flood zone,,,15m²square meters,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146510,10146510,house,house,695000,forsale,1030,xl,hyperequipped,1911,torenovate,fueloil,460,5,170,true,true,65,true,true,,,,,Brussels,After signing the deed,,,1911,To renovate,6 m,2,,,"Living area (residential, urban or rural)",,288m²square meters,37m²square meters,Yes,Hyper equipped,9m²square meters,5,15m²square meters,19m²square meters,30m²square meters,3,2,3,17m²square meters,Yes,,,,170m²square meters,Connected,Yes,65m²square meters,35m²square meters,No,No,Yes,No,460 kWh/m²kilowatt hour per square meters,G,20220926-0000621476-01-7,115 kg CO₂/m²,Not specified,Fuel oil,"€ 695,000695000 €",No,,,,Brussels,No,6 mmeters,Yes,Yes,,,No,Non flood zone,Mixed living area (accommodation &amp; economic activities),,14m²square meters,,,Yes,15m²square meters,No,,No,,,1,South,49m²square meters,35m²square meters,Yes,,Yes,No,No,Yes,No,No,No,No,No,No,Yes,,,South,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,
10154634,10154634,house,apartmentblock,2890000,forsale,1190,xl,usahyperequipped,1927,justrenovated,gas,246,8,230,,true,,,,,1,1,,Brussels,After signing the deed,January 5 2023 - 12:00 AM,R Etterbeek Ixelles,1927,Just renovated,,2,1,1,Urban,,550m²square meters,22m²square meters,,USA hyper equipped,18m²square meters,8,16m²square meters,13m²square meters,9m²square meters,7,7,2,,,Yes,,No,230m²square meters,,Yes,,,No,No,Yes,No,246 kWh/m²kilowatt hour per square meters,E,Not specified,49 kg CO₂/m²,Not specified,Gas,"€ 2,890,0002890000 €",Yes,Bld. Brand Whitlock 108 1200- Woluwe-Saint-Lambert,,4965410,Brussels,,,,Yes,,,,,,,16m²square meters,,,,13m²square meters,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9991005,9991005,house,house,349000,forsale,1070,xl,usahyperequipped,1900,good,gas,298,3,50,true,true,,true,true,,,,,Brussels,After signing the deed,August 31 2022 - 12:00 AM,Centre Bruxelles,1900,Good,5 m,2,,,Urban,,190m²square meters,22m²square meters,Yes,USA hyper equipped,16m²square meters,3,12m²square meters,12m²square meters,12m²square meters,2,2,2,7m²square meters,Yes,Yes,Yes,No,50m²square meters,Connected,Yes,,5m²square meters,No,No,Yes,No,298 kWh/m²kilowatt hour per square meters,F,Not specified,59 kg CO₂/m²,Not specified,Gas,"€ 349,000349000 €",No,Rue Potaerdenberg 31 1070- Anderlecht,http://www.trianon-invest.be,4810347,Brussels,,5 mmeters,Yes,Yes,50m²square meters,No,No,Non flood zone,"Living area (residential, urban or rural)",€ 699699 €,,,,Yes,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10106638,10106638,house,house,300000,forsale,1030,xl,hyperequipped,1927,good,gas,595,3,82,,true,,true,true,,,,,Brussels,To be defined,December 1 2022 - 12:00 AM,Bruxelles Est,1927,Good,5.33 m,2,,,Isolated,,118m²square meters,28m²square meters,Yes,Hyper equipped,1m²square meter,3,18m²square meters,18m²square meters,8m²square meters,1,1,2,8m²square meters,Yes,Yes,,No,82m²square meters,Connected,Yes,,12m²square meters,No,No,Yes,No,595 kWh/m²kilowatt hour per square meters,G,20220528-0000613600-01-6,119 kg CO₂/m²,Not specified,Gas,"€ 300,000300000 €",No,"Avenue des Cerisiers, 212 1200- Woluwe-St-Lambert",http://www.expertissimmo.eu,4927946,Brussels,,,,,,,,,,€ 696696 €,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096540,10096540,house,house,350000,forsale,1140,xl,semiequipped,1930,torenovate,gas,510,2,94,true,true,26,true,true,,,,,Brussels,After signing the deed,September 1 2022 - 12:00 AM,Bruxelles Est,1930,To renovate,4.75 m,2,,,Urban,Link to the virtual visit,112m²square meters,26m²square meters,Yes,Semi equipped,5m²square meters,2,18m²square meters,11m²square meters,,1,1,1,,Yes,Yes,Yes,No,94m²square meters,Connected,Yes,26m²square meters,16m²square meters,No,No,Yes,No,510 kWh/m²kilowatt hour per square meters,G,20220803-0000618098-01-5,102 kg CO₂/m²,Not specified,Gas,"€ 350,000350000 €",No,"Avenue des Cerisiers, 212 1200- Woluwe-St-Lambert",http://www.expertissimmo.eu,4853462,Brussels,,,,,,,,,,€ 738738 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9497970,9497970,house,house,449000,forsale,1080,xl,usahyperequipped,1930,asnew,gas,229,4,68,,true,,true,true,,,,,Brussels,,,Bruxelles (19 communes),1930,As new,5.5 m,2,,,Urban,Link to the virtual visit,137m²square meters,18m²square meters,,USA hyper equipped,13m²square meters,4,13m²square meters,22m²square meters,11m²square meters,2,2,2,6m²square meters,Yes,,,,68m²square meters,,,,16m²square meters,,,,,229 kWh/m²kilowatt hour per square meters,E,Not specified,50 kg CO₂/m²,Not specified,Gas,"€ 449,000449000 €",No,Av.de la Brise 46 1020- Bruxelles,http://www.urban-concept.be,4444841,Brussels,,,,Yes,,,,,,€ 604604 €,12m²square meters,,,,,,,,,,,,40m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116962,10116962,house,house,499000,forsale,1080,xl,installed,1957,justrenovated,gas,259,4,115,,true,55,true,,,,,,Brussels,To be defined,,,1957,Just renovated,6 m,2,,,"Living area (residential, urban or rural)",,158m²square meters,31m²square meters,,Installed,4m²square meters,4,20m²square meters,16m²square meters,14m²square meters,1,1,3,,,Yes,,No,115m²square meters,,Yes,55m²square meters,11m²square meters,,,,,259 kWh/m²kilowatt hour per square meters,E,20170911-0000511829-01-2,52 kg CO₂/m²,Not specified,Gas,"€ 499,000499000 €",No,Hollebeekstraat 163A 1630- Linkebeek,http://www.clavisimmo.be,15006 - Cavatine 17,Brussels,,6 mmeters,,Yes,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 1,4001400 €",13m²square meters,,,,,Yes,,,,No,1,East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9765508,9765508,house,townhouse,430000,forsale,1120,xl,installed,1963,tobedoneup,gas,309,3,194,true,,100,true,true,,1,1,,Brussels,After signing the deed,,,1963,To be done up,6.16 m,2,1,1,"Living area (residential, urban or rural)",Link to the virtual visit,135m²square meters,30m²square meters,,Installed,10m²square meters,3,13m²square meters,12m²square meters,10m²square meters,1,,2,10m²square meters,Yes,,,No,194m²square meters,,,100m²square meters,6m²square meters,No,No,,No,309 kWh/m²kilowatt hour per square meters,F,Not specified,61 kg CO₂/m²,Not specified,Gas,"€ 430,000430000 €",No,Av.de la Brise 46 1020- Bruxelles,http://www.urban-concept.be,4637438,Brussels,,,,Yes,,,,,,"€ 1,8191819 €",,,,,,Yes,,,,,,,,30m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9893520,9893520,house,house,465000,forsale,1000,xl,hyperequipped,1935,asnew,gas,273,4,110,,true,,true,true,,,,,Brussels,After signing the deed,September 1 2022 - 12:00 AM,Bruxelles,1935,As new,6 m,2,,,Isolated,,229m²square meters,16m²square meters,Yes,Hyper equipped,8m²square meters,4,17m²square meters,17m²square meters,16m²square meters,2,2,3,13m²square meters,Yes,Yes,,No,110m²square meters,Connected,Yes,,48m²square meters,No,No,Yes,No,273 kWh/m²kilowatt hour per square meters,E,E,54 kg CO₂/m²,Not specified,Gas,"€ 465,000465000 €",No,"Avenue des Cerisiers, 95 1200- Woluwe-St-Lambert",http://www.immoabita.be,4742802,Brussels,,6 mmeters,Yes,Yes,20m²square meters,,,,,"€ 1,3181318 €",16m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9888818,9888818,house,house,465000,forsale,1020,xl,hyperequipped,1935,asnew,gas,273,4,110,,true,,true,true,,,,,Brussels,After signing the deed,September 1 2022 - 12:00 AM,Bruxelles,1935,As new,6 m,2,,,Isolated,,229m²square meters,16m²square meters,Yes,Hyper equipped,8m²square meters,4,17m²square meters,17m²square meters,16m²square meters,2,2,3,13m²square meters,Yes,Yes,,No,110m²square meters,Connected,Yes,,48m²square meters,No,No,Yes,No,273 kWh/m²kilowatt hour per square meters,E,E,54 kg CO₂/m²,Not specified,Gas,"€ 465,000465000 €",No,"Avenue des Cerisiers, 95 1200- Woluwe-St-Lambert",http://www.immoabita.be,4742787,Brussels,,6 mmeters,Yes,Yes,20m²square meters,,,,,"€ 1,3181318 €",16m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9897905,9897905,house,house,525000,forsale,1020,xl,installed,1938,good,gas,204,4,178,true,true,70,true,true,,1,1,,Brussels,After signing the deed,August 15 2022 - 12:00 AM,Pagodes,1938,Good,6 m,2,1,1,"Living area (residential, urban or rural)",Link to the virtual visit,167m²square meters,32m²square meters,,Installed,7m²square meters,4,15m²square meters,15m²square meters,13m²square meters,2,1,3,6m²square meters,Yes,Yes,Yes,No,178m²square meters,Connected,Yes,70m²square meters,5m²square meters,No,No,,No,204 kWh/m²kilowatt hour per square meters,D,202202220000606291013,40 kg CO₂/m²,Not specified,Gas,"€ 525,000525000 €",No,Avenue de L'amarante 39 1020- Bruxelles,http://www.residency.be,4748589,Brussels,,6 mmeters,Yes,Yes,65m²square meters,,,,,"€ 1,9361936 €",13m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9404713,9404713,house,house,539000,forsale,1020,xl,installed,1935,torenovate,gas,316,6,386,true,true,346,true,,,1,1,,Brussels,To be defined,,,1935,To renovate,7 m,2,1,1,"Living area (residential, urban or rural)",Link to the virtual visit,390m²square meters,36m²square meters,Yes,Installed,9m²square meters,6,17m²square meters,17m²square meters,17m²square meters,2,1,3,,,Yes,Yes,Yes,386m²square meters,Connected,Yes,346m²square meters,30m²square meters,No,No,,No,316 kWh/m²kilowatt hour per square meters,F,202104080000586298019,62 kg CO₂/m²,Not specified,Gas,"€ 539,000539000 €",No,Avenue de L'amarante 39 1020- Bruxelles,http://www.residency.be,4401702,Brussels,,7 mmeters,Yes,Yes,,,,,,"€ 2,5212521 €",17m²square meters,,,,17m²square meters,,17m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120320,10120320,house,house,495000,forsale,1082,xl,installed,1991,asnew,gas,181,4,137,true,,100,true,true,,2,1,,Brussels,After signing the deed,,,1991,As new,6 m,2,2,1,,,180m²square meters,32m²square meters,Yes,Installed,12m²square meters,4,12m²square meters,12m²square meters,10m²square meters,1,,2,23m²square meters,Yes,,,,137m²square meters,Connected,Yes,100m²square meters,7m²square meters,No,No,Yes,No,181 kWh/m²kilowatt hour per square meters,D,20220908-0000620348-01-7,37 kg CO₂/m²,Not specified,Gas,"€ 495,000495000 €",No,,,,Brussels,No,,Yes,Yes,,,,,,"€ 1,8661866 €",10m²square meters,,,Yes,,No,,,,,,,,6m²square meters,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,All kind,,No,No,No,Yes,181,,,,,,,,,,,,,,,,,,,,,,,
10085820,10085820,house,house,580000,forsale,1200,xl,semiequipped,1910,tobedoneup,gas,453,4,163,,,75,,,,,,,Brussels,After signing the deed,November 1 2022 - 12:00 AM,,1910,To be done up,6.5 m,2,,,Isolated,Link to the virtual visit,224m²square meters,15m²square meters,Yes,Semi equipped,10m²square meters,4,16m²square meters,17m²square meters,16m²square meters,1,1,1,,,,,No,163m²square meters,Connected,Yes,75m²square meters,,,,,,453 kWh/m²kilowatt hour per square meters,G,Not specified,91 kg CO₂/m²,Not specified,Gas,"€ 580,000580000 €",No,"Avenue des Cerisiers, 212 1200- Woluwe-St-Lambert",http://www.expertissimmo.eu,4853616,Brussels,,,,,,,,,,"€ 1,2691269 €",17m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10059536,10059536,house,townhouse,565000,forsale,1082,xl,usainstalled,1973,good,fueloil,192,5,358,,,120,true,true,,1,2,,Brussels,After signing the deed,December 1 2022 - 12:00 AM,Nord /Ouest Bruxelles,1973,Good,6.5 m,3,1,2,Countryside,,230m²square meters,30m²square meters,Yes,USA installed,10m²square meters,5,18m²square meters,17m²square meters,10m²square meters,1,1,3,,Yes,,,No,358m²square meters,Connected,Yes,120m²square meters,15m²square meters,No,No,Yes,No,192 kWh/m²kilowatt hour per square meters,D,Not specified,48 kg CO₂/m²,Not specified,Fuel oil,"€ 565,000565000 €",No,Rue Potaerdenberg 31 1070- Anderlecht,http://www.trianon-invest.be,4868721,Brussels,,10 mmeters,Yes,Yes,75m²square meters,,,Non flood zone,,"€ 1,9981998 €",15m²square meters,,,Yes,12m²square meters,,8m²square meters,,No,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9843419,9843419,house,house,675000,forsale,1200,xl,hyperequipped,1930,good,gas,424,4,350,true,true,210,true,,,1,1,,Brussels,After signing the deed,April 1 2022 - 12:00 AM,Bruxelles Est,1930,Good,6 m,2,1,1,Isolated,,250m²square meters,40m²square meters,Yes,Hyper equipped,14m²square meters,4,15m²square meters,17m²square meters,15m²square meters,2,2,2,,,Yes,Yes,No,350m²square meters,Connected,Yes,210m²square meters,30m²square meters,No,No,,No,424 kWh/m²kilowatt hour per square meters,G,Not specified,83 kg CO₂/m²,Not specified,Gas,"€ 675,000675000 €",No,"Avenue des Cerisiers, 95 1200- Woluwe-St-Lambert",http://www.immoabita.be,4720819,Brussels,,6 mmeters,Yes,Yes,10m²square meters,,,Non flood zone,,"€ 1,9421942 €",17m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€ 6060 €,,,,,,,,,,,,,,,,,,,,,,
9912361,9912361,house,house,599000,forsale,1050,xl,semiequipped,1920,torenovate,gas,246,4,131,true,true,,true,,,1,,,Brussels,After signing the deed,,,1920,To renovate,5.5 m,2,1,,Urban,Link to the virtual visit,190m²square meters,33m²square meters,,Semi equipped,,4,23m²square meters,15m²square meters,15m²square meters,3,3,3,,,Yes,Yes,Yes,131m²square meters,Connected,Yes,,18m²square meters,,No,Yes,No,246 kWh/m²kilowatt hour per square meters,E,20220504-0000611739-01-5,49 kg CO₂/m²,Not specified,Gas,"Make an offer starting from€ 599,000Make an offer starting from599000 €",No,Rue Henri Strauven 1 1160- Auderghem,http://www.immochrysalide.be,4757665,Brussels,,,Yes,Yes,100m²square meters,No,No,Non flood zone,Residential park,"€ 1,0901090 €",15m²square meters,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107752,10107752,house,house,650000,forsale,1150,xl,installed,1928,tobedoneup,gas,491,5,220,,true,110,true,,,,,,Brussels,After signing the deed,October 31 2022 - 12:00 AM,Est de Bruxelles + VL,1928,To be done up,6 m,2,,,Isolated,,200m²square meters,19m²square meters,Yes,Installed,11m²square meters,5,16m²square meters,15m²square meters,16m²square meters,1,1,2,,,Yes,,No,220m²square meters,,,110m²square meters,15m²square meters,,,,,491 kWh/m²kilowatt hour per square meters,G,Not specified,96 kg CO₂/m²,Not specified,Gas,"€ 650,000650000 €",No,"Val des Seigneurs, 9a 1150- Woluwe-St-Pierre",http://www.sorimo.be,4928834,Brussels,,,,,250m²square meters,,,,,"€ 1,7611761 €",15m²square meters,,,,6m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135344,10135344,house,townhouse,595000,forsale,1090,xl,usahyperequipped,1989,good,gas,129,4,194,,,100,true,,,,,,Brussels,After signing the deed,,,1989,Good,6 m,2,,,Shop street,,265m²square meters,43m²square meters,,USA hyper equipped,13m²square meters,4,29m²square meters,17m²square meters,14m²square meters,3,,3,,,,,No,194m²square meters,,Yes,100m²square meters,24m²square meters,,,,,129 kWh/m²kilowatt hour per square meters,C,620864,Not specified,Not specified,Gas,"€ 595,000595000 €",No,James Ensorlaan 39 1800- Vilvoorde,http://www.ringconsult.be,1980226 - 1584,Brussels,,6 mmeters,,Yes,,,,,,"€ 2,1982198 €",12m²square meters,,,,6m²square meters,Yes,,,,No,,East,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9391667,9391667,house,house,699000,forsale,1070,xl,hyperequipped,1900,torenovate,gas,296,6,185,true,,80,true,,,,,,Brussels,To be defined,,PORTE D'ANDERLECHT - ABATTOIRS,1900,To renovate,7 m,2,,,Urban,,370m²square meters,50m²square meters,Yes,Hyper equipped,12m²square meters,6,20m²square meters,20m²square meters,20m²square meters,1,,2,,,,Yes,No,185m²square meters,Connected,Yes,80m²square meters,15m²square meters,,,Yes,,296 kWh/m²kilowatt hour per square meters,F,202102260000583462010,58 kg CO₂/m²,Not specified,Gas,"€ 699,000699000 €",Yes,Avenue René Gobert 26 1180- Uccle,,,Brussels,,7 mmeters,Yes,,,No,No,Circumscribed zone,Residential area with cultural historical aesthetic value,"€ 2,0272027 €",16m²square meters,,,Yes,14m²square meters,,100m²square meters,,No,,1,South East,,,Yes,Yes,Yes,Yes,,Yes,,,,,,,Yes,,,South East,,,,,,,PORTE D'ANDERLECHT - ABATTOIRS,Cédric Mathonnet,,,,,,,,,,,,,,,,,,,,
10034122,10034122,housegroup,housegroup,710000-710000,forsale,1180,xl,,,,,96,,,,,,,,,6,,1,Brussels,At delivery,April 1 2021 - 12:00 AM,1 - Bruxelles Sud,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96 kWh/m²kilowatt hour per square meters,B,Not specified,29 kg CO₂/m²,Not specified,,,No,Boulevard de la Woluwe 62 boîte 3 1200- Woluwe-St-Lambert,http://www.latouretpetit.be,4852418,Brussels,,,,,,,,Possible flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
