,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Toilets,Office,Basement surface,Furnished,Armored door,Surface of the plot,"Gas, water &amp; electricity",Terrace,Elevator,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available date,Street frontage width,Shower rooms,Office surface,Attic,Width of the lot on the street,Connection to sewer network,Garden surface,Terrace surface,Accessible for disabled people,Intercom,TV cable,Flood zone type,How many fireplaces?,Garden orientation,As built plan,Living room,Dressing room,Laundry room,Professional space,Basement,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Number of annexes,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Possible priority purchase right,Proceedings for breach of planning regulations,Latest land use designation,Garden,Planning permission obtained,Subdivision permit,Total ground floor buildable,Attic surface,Obligation to build,Conformity certification for fuel tanks,Professional space surface,E-level (overall energy performance),Agent's name,Property name,Isolated,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Percentage rented,EPC description,Maximum duration of annuity
10061155,10061155,house,house,425000,forsale,1800,xl,semiequipped,2012,good,,161,4,277,,,,true,,,1,3,,Flemish Brabant,,,2012,Good,4,1,3,,,200m²square meters,,,Semi equipped,13m²square meters,4,40m²square meters,19m²square meters,13m²square meters,,,1,2,,,No,,277m²square meters,,Yes,,,,161 kWh/m²kilowatt hour per square meters,B,20220727-0002646888-RES-1,Not specified,Not specified,,,"€ 425,000425000 €","€ 1,4561456 €",No,Valkebeekstraat 24 1861- Wolvertem,http://www.vmv-vastgoed.be,494 - V22LON/079,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,South,No,,,,,,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10036579,10036579,house,house,450000,forsale,1620,xl,,1953,torenovate,gas,814,4,535,,true,,,,,1,,,Flemish Brabant,,,1953,To renovate,,1,,"Living area (residential, urban or rural)",,170m²square meters,34m²square meters,Yes,,,4,16m²square meters,14m²square meters,7m²square meters,,,1,1,,,No,,535m²square meters,Yes,,,,,814 kWh/m²kilowatt hour per square meters,F,20220602-0002615396-RES-1,Not specified,Not specified,Gas,Yes,"€ 450,000450000 €","€ 1,2001200 €",No,Avenue van Volxem 302/5 1190- Forest,http://www.realtybelgium.be,606 - 1111973,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10038286,10038286,house,house,450000,forsale,1730,xl,semiequipped,1930,tobedoneup,gas,404,4,1348,,true,,,,,1,2,,Flemish Brabant,After signing the deed,,1930,To be done up,3,1,2,,,190m²square meters,,,Semi equipped,13m²square meters,4,15m²square meters,14m²square meters,13m²square meters,7m²square meters,,1,2,,,No,,1348m²square meters,,,,,,404 kWh/m²kilowatt hour per square meters,E,20220721-0002640912-RES-1,1000 kg CO₂/m²,Not specified,Gas,Yes,"€ 450,000450000 €",€ 857857 €,No,Steenweg 171 Bis 1745- Opwijk,http://www.immotalenco.com,633 - 1777,Flemish Brabant,,,,,,,,,,,,,Possible flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9866361,9866361,house,apartmentblock,425000,forsale,1830,xl,installed,1919,good,gas,246,4,185,,true,71,true,,,,,,Flemish Brabant,,,1919,Good,2,,,,,220m²square meters,,,Installed,15m²square meters,4,16m²square meters,12m²square meters,12m²square meters,8m²square meters,,3,3,,,No,,185m²square meters,Yes,,,,,246 kWh/m²kilowatt hour per square meters,C,20220222-0002550971-RES1,Not specified,Not specified,Gas,Yes,"€ 425,000425000 €","€ 1,0511051 €",Yes,James Ensorlaan 39 1800- Vilvoorde,http://www.ringconsult.be,1980075 - 1458,Flemish Brabant,,6 m,,,,6 mmeters,,71m²square meters,27m²square meters,,,,Recognized flood zone,,South,No,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Industrial commercial area,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121093,10121093,house,house,499000,forsale,1840,xl,semiequipped,1968,good,,254,4,2725,,true,,true,,,1,2,,Flemish Brabant,,,1968,Good,4,1,2,,,224m²square meters,,,Semi equipped,19m²square meters,4,18m²square meters,15m²square meters,12m²square meters,10m²square meters,,1,1,,,No,,2725m²square meters,,Yes,,,,254 kWh/m²kilowatt hour per square meters,C,20220406-0002579361-RES-1,Not specified,Not specified,,Yes,"€ 499,000499000 €",€ 836836 €,No,Valkebeekstraat 24 1861- Wolvertem,http://www.vmv-vastgoed.be,561 - V22LON/049,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,No,"Living area (residential, urban or rural)",,Yes,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
10096000,10096000,house,house,579000,forsale,3080,xl,semiequipped,1974,torenovate,gas,509,2,2671,,true,2000,,,,5,2,,Flemish Brabant,,,1974,To renovate,4,5,2,,,156m²square meters,47m²square meters,,Semi equipped,,2,,,,,,1,1,,,No,,2671m²square meters,,,,,,509 kWh/m²kilowatt hour per square meters,F,0002662328,Not specified,Not specified,Gas,,"€ 579,000579000 €","€ 3,1113111 €",No,GEMEENTEPLEIN 71560- Hoeilaart,http://www.berthoutshoeilaart.be,1817172 - 1239237,Flemish Brabant,,,,,,26.5 mmeters,,2000m²square meters,,,,,Non flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9918027,9918027,house,villa,445000,forsale,1652,xl,installed,1969,tobedoneup,fueloil,741,2,668,,,571,true,true,,1,2,,Flemish Brabant,After signing the deed,,1969,To be done up,4,1,2,,,128m²square meters,24m²square meters,,Installed,8m²square meters,2,16m²square meters,15m²square meters,,,,1,2,Yes,,No,,668m²square meters,Yes,,,,,741 kWh/m²kilowatt hour per square meters,F,20220307-0002558714-RES-1,28 kg CO₂/m²,Not specified,Fuel oil,Yes,"€ 445,000445000 €",,No,Av. de la Belle Province 101 1420- Braine-l Alleud,http://www.immodewaele.be,78691 - CV16,Flemish Brabant,,,,9m²square meters,,19 mmeters,,571m²square meters,20m²square meters,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
10098184,10098184,house,house,460000,forsale,1850,xl,installed,1959,good,gas,197,2,1210,,true,,true,,,,2,,Flemish Brabant,After signing the deed,,1959,Good,4,,2,,,130m²square meters,38m²square meters,Yes,Installed,10m²square meters,2,12m²square meters,8m²square meters,8m²square meters,,,2,2,,,No,,1210m²square meters,Yes,Yes,,,,197 kWh/m²kilowatt hour per square meters,B,20220504-0002596843-RES-1,Not specified,Not specified,Gas,Yes,"€ 460,000460000 €","€ 1,2011201 €",No,Brusselsesteenweg 651850- Grimbergen,http://www.berthouts.be/nl/,1817208 - VKG-2022-0,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10070455,10070455,house,house,599000,forsale,3080,xl,semiequipped,1964,torenovate,gas,830,4,1653,,true,1653,true,true,,2,4,,Flemish Brabant,After signing the deed,,1964,To renovate,4,2,4,,,260m²square meters,66m²square meters,Yes,Semi equipped,16m²square meters,4,,,,,,1,2,Yes,,No,,1653m²square meters,,,,,,830 kWh/m²kilowatt hour per square meters,F,0002661561,Not specified,Not specified,Gas,,"€ 599,000599000 €","€ 2,7682768 €",No,GEMEENTEPLEIN 71560- Hoeilaart,http://www.berthoutshoeilaart.be,1817173 - 1239238,Flemish Brabant,,,,,,21 mmeters,,1653m²square meters,20m²square meters,,,,Non flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135599,10135599,house,house,725000,forsale,3080,xl,usahyperequipped,1994,asnew,,323,4,441,,,1,true,true,,1,2,,Flemish Brabant,,,1994,As new,4,1,2,,,240m²square meters,,Yes,USA hyper equipped,,4,,,,,,1,2,Yes,,,Yes,441m²square meters,Yes,Yes,No,No,No,323 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,,No,"€ 725,000725000 €",,No,,,,Flemish Brabant,February 1 2023 - 12:00 AM,,1,,,,,1m²square meter,,No,No,No,Non flood zone,1,South West,,Yes,No,Yes,Yes,,No,No,No,No,,,No,No,No,No,No,No,No,No,No,No,All kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082192,10082192,house,villa,745000,forsale,1640,xl,installed,,good,gas,414,3,1000,,,,true,,,2,2,,Flemish Brabant,After signing the deed,,,Good,4,2,2,,Link to the virtual visit,150m²square meters,62m²square meters,Yes,Installed,10m²square meters,3,21m²square meters,17m²square meters,10m²square meters,,,1,2,,,No,,1000m²square meters,Yes,,,,,414 kWh/m²kilowatt hour per square meters,E,20220328-0002572439-RES-1,Not specified,Not specified,Gas,Yes,"€ 745,000745000 €","€ 3,8143814 €",No,Chaussée de Bruxelles 168 1410- Waterloo,http://www.century21waterlane.be,589 - 93364291,Flemish Brabant,,12 m,,,,29 mmeters,,,12m²square meters,,,,,,North West,No,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
10053215,10053215,house,villa,795000,forsale,1600,xl,installed,1976,tobedoneup,fueloil,393,4,1142,,true,,,true,,2,,,Flemish Brabant,,,1976,To be done up,4,2,,,Link to the virtual visit,305m²square meters,30m²square meters,,Installed,,4,,,,,,1,2,Yes,,No,,1142m²square meters,,,,,,393 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 795,000795000 €","€ 2,7042704 €",No,Postweg 119 1602- Vlezenbeek,,1744 - 6826848,Flemish Brabant,,,,,,,,,,,,,,,South West,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
10127980,10127980,house,house,776000,forsale,3012,xl,installed,1961,tobedoneup,gas,395,8,2615,,true,,,,,,,,Flemish Brabant,,,1961,To be done up,,,,,,560m²square meters,91m²square meters,,Installed,25m²square meters,8,,,,,,2,4,No,36m²square meters,,,2615m²square meters,Yes,,,,,395 kWh/m²kilowatt hour per square meters,D,20211123-0002496617-RES-1,Not specified,Not specified,Gas,Yes,"€ 776,000776000 €",,No,Tramlaan 249 1933- Sterrebeek,http://www.kasperkent.be,807 - Oude Aarschots,Flemish Brabant,,,,,,,Not connected,,,,,,Possible flood zone,,,,,No,,,,No,No,No,No,,,,,,,,,,,,,All kind,,No,"Living area (residential, urban or rural)",,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10114679,10114679,house,apartmentblock,895000,forsale,1785,xl,installed,1962,good,gas,359,3,718,,true,,true,,,,,,Flemish Brabant,,,1962,Good,2,,,,,185m²square meters,,,Installed,,3,,,,,,2,3,,,No,,718m²square meters,,Yes,,,,359 kWh/m²kilowatt hour per square meters,D,20220810-0002653578-RES-1,Not specified,Not specified,Gas,Yes,"€ 895,000895000 €","€ 5,9715971 €",Yes,Meyskensstraat 222 1780- Wemmel,http://www.structura.be,1783404 - 2022/277/S,Flemish Brabant,,16 m,,,,16 mmeters,,,,,Yes,,Non flood zone,,North East,No,,,Yes,,Yes,,,,,,,,,,,,,,,,,,Yes,,"Living area (residential, urban or rural)",Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10063961,10063961,house,exceptionalproperty,995000,forsale,1970,xl,hyperequipped,2015,asnew,electric,19,4,350,,,120,true,true,,1,2,,Flemish Brabant,To be defined,,2015,As new,3,1,2,,,372m²square meters,,Yes,Hyper equipped,,4,25m²square meters,16m²square meters,16m²square meters,20m²square meters,,4,4,Yes,,,No,350m²square meters,Yes,,No,Yes,No,19 kWh/m²kilowatt hour per square meters,A,23103-G-2013_3526/EP12086/A001/D01/SD001,Not specified,Not specified,Electric,Yes,"€ 995,000995000 €","€ 4,8194819 €",No,,,,Flemish Brabant,,9 m,,46m²square meters,,,Connected,120m²square meters,42m²square meters,No,Yes,Yes,Non flood zone,,West,"Yes, conform",Yes,No,Yes,Yes,,Yes,No,No,Yes,West,,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,All kind,Yes,No,,,Yes,Yes,,,,,70m²square meters,6,,,,,,,,,,,,,,,,,,,,,
10135986,10135986,house,house,1850000,forsale,1950,xl,usahyperequipped,1987,asnew,gas,148,5,1791,true,true,1000,true,,true,1,5,,Flemish Brabant,To be defined,,1987,As new,4,1,5,,Link to the virtual visit,454m²square meters,75m²square meters,Yes,USA hyper equipped,30m²square meters,5,18m²square meters,12m²square meters,11m²square meters,12m²square meters,13m²square meters,5,5,,,No,,1791m²square meters,No,,No,Yes,Yes,148 kWh/m²kilowatt hour per square meters,B,20220620-0002625780-RES-1,13 kg CO₂/m²,Not specified,Gas,Yes,"€ 1,850,0001850000 €","€ 5,5835583 €",No,Avenue Baron Albert d'Huart 130 1950- Kraainem,http://www.latouretpetit.be,4956798,Flemish Brabant,April 1 2023 - 12:00 AM,20 m,5,,Yes,,Connected,1000m²square meters,24m²square meters,No,,,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146083,10146083,house,mixedusebuilding,845000,forsale,3020,xl,,2002,,gas,264,4,923,,,,true,true,,4,5,,Flemish Brabant,After signing the deed,,2002,,4,4,5,,,355m²square meters,60m²square meters,,,22m²square meters,4,38m²square meters,18m²square meters,15m²square meters,15m²square meters,,2,2,Yes,,No,,923m²square meters,,,,,,264 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,Yes,"€ 845,000845000 €","€ 2,7442744 €",Yes,Vismarkt 10 c 3000- Leuven,http://www.immo-time.be,3370 - 2992074,Flemish Brabant,,21 m,,18m²square meters,,,,,22m²square meters,,,,Non flood zone,,South West,No,,,,,,,,,,,,,,,,,,,,,,,,,"Living area (residential, urban or rural)",Yes,Yes,,,,,,,264,,,,,,,,,,,,,,,,,,,,,
10166869,10166869,house,house,425000,forsale,1970,xl,installed,1961,good,gas,363,3,152,,true,98,true,true,,1,,,Flemish Brabant,After signing the deed,,1961,Good,3,1,,,Link to the virtual visit,115m²square meters,,Yes,Installed,6m²square meters,3,19m²square meters,11m²square meters,9m²square meters,,,1,1,Yes,10m²square meters,No,,152m²square meters,No,,No,,No,363 kWh/m²kilowatt hour per square meters,D,20210218-0002375612-RES-1,1234 kg CO₂/m²,Not specified,Gas,Yes,"€ 425,000425000 €",,No,Place Communale 8 1160- Auderghem,http://www.weinvest.be,4960112,Flemish Brabant,,9 m,1,5m²square meters,,9 mmeters,Connected,98m²square meters,11m²square meters,No,,Yes,Non flood zone,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,53m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10063479,10063479,house,house,1395000,forsale,3001,xl,hyperequipped,1990,asnew,gas,252,5,2092,true,true,2092,true,true,,1,4,,Flemish Brabant,To be defined,,1990,As new,4,1,4,,,282m²square meters,45m²square meters,,Hyper equipped,25m²square meters,5,38m²square meters,16m²square meters,16m²square meters,16m²square meters,16m²square meters,2,3,Yes,,No,Yes,2092m²square meters,Yes,,No,Yes,No,252 kWh/m²kilowatt hour per square meters,C,20191128-0002223339-RES-1,14 kg CO₂/m²,Not specified,Gas,Yes,"€ 1,395,0001395000 €","€ 3,1583158 €",No,Chaussée de Waterloo 1382 1180- Uccle,http://www.victoire.be/,4808946,Flemish Brabant,January 1 2023 - 12:00 AM,14 m,,11m²square meters,Yes,,Not connected,2092m²square meters,45m²square meters,Yes,Yes,Yes,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158612,10158612,house,house,485000,forsale,1800,xl,usainstalled,1918,good,gas,198,6,230,,true,56,,true,,2,,,Flemish Brabant,After signing the deed,,1918,Good,2,2,,,,265m²square meters,34m²square meters,,USA installed,11m²square meters,6,14m²square meters,13m²square meters,,,,2,4,Yes,16m²square meters,No,,230m²square meters,Yes,,,,,198 kWh/m²kilowatt hour per square meters,B,20220517-0002605198-RES-1,Not specified,Not specified,Gas,Yes,"€ 485,000485000 €","€ 1,6311631 €",No,James Ensorlaan 39 1800- Vilvoorde,http://www.ringconsult.be,1980261 - 1529,Flemish Brabant,,6 m,,19m²square meters,,6 mmeters,,56m²square meters,,,,,Non flood zone,,North East,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10083585,10083585,house,villa,1650000,forsale,1950,xl,hyperequipped,1985,asnew,gas,265,5,1368,true,true,1368,true,true,,2,3,,Flemish Brabant,After signing the deed,,1985,As new,4,2,3,,Link to the virtual visit,460m²square meters,40m²square meters,Yes,Hyper equipped,22m²square meters,5,22m²square meters,23m²square meters,16m²square meters,14m²square meters,14m²square meters,3,4,Yes,,No,,1368m²square meters,Yes,,No,Yes,No,265 kWh/m²kilowatt hour per square meters,C,201109060000913325000000050,Not specified,Not specified,Gas,,"€ 1,650,0001650000 €","€ 14,75514755 €",No,Chaussée de Waterloo 1382 1180- Uccle,http://www.victoire.be/,4896106,Flemish Brabant,October 1 2022 - 12:00 AM,17 m,1,14m²square meters,Yes,25 mmeters,Connected,1368m²square meters,58m²square meters,No,,Yes,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,Residential park,,Yes,Yes,460m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10139367,10139367,house,house,210000,forsale,1650,xl,notinstalled,1950,tobedoneup,electric,,1,244,,,,,,,1,,,Flemish Brabant,After signing the deed,,1950,To be done up,4,1,,,Link to the virtual visit,50m²square meters,15m²square meters,,Not installed,,1,,,,,,1,1,,,No,,244m²square meters,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Electric,Yes,"€ 210,000210000 €",,No,Alsembergsesteenweg 660 1653- Dworp,http://www.multimmo.be,7759 - 3675,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146082,10146082,house,villa,845000,forsale,3020,xl,,2002,,gas,264,4,923,,,,true,true,,4,5,,Flemish Brabant,After signing the deed,,2002,,4,4,5,,,355m²square meters,60m²square meters,,,22m²square meters,4,38m²square meters,18m²square meters,15m²square meters,15m²square meters,,2,2,Yes,,No,,923m²square meters,,,,,,264 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,Yes,"€ 845,000845000 €","€ 2,7442744 €",No,Vismarkt 10 c 3000- Leuven,http://www.immo-time.be,3369 - 2992074,Flemish Brabant,,21 m,,18m²square meters,,,,,22m²square meters,,,,Non flood zone,,South West,No,,,,,,,,,,,,,,,,,,,,,,,,,"Living area (residential, urban or rural)",Yes,Yes,,,,,,,264,,,,,,,,,,,,,,,,,,,,,
10164434,10164434,house,house,385000,forsale,3020,xl,hyperequipped,1977,good,gas,141,3,171,true,,,true,,,1,2,,Flemish Brabant,To be defined,Regio Leuven,1977,Good,2,1,2,Isolated,,146m²square meters,,,Hyper equipped,,3,,,,,,1,2,,,No,,171m²square meters,Yes,Yes,No,,No,141 kWh/m²kilowatt hour per square meters,B,20221006-0002691022-RES-1,Not specified,Not specified,Gas,Yes,"€ 385,000385000 €",€ 892892 €,No,Dirk Boutslaan 4 3000- Leuven,http://www.immogve.be,4971530,Flemish Brabant,,,,,Yes,,Connected,,,No,,Yes,Non flood zone,,,No,Yes,,,,,,,,,,,,,,,,,,,Yes,,,No,,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138560,10138560,house,house,510000,forsale,3070,xl,installed,1935,asnew,gas,280,3,0,,,300,true,,,,,,Flemish Brabant,,,1935,As new,,,,,,190m²square meters,40m²square meters,,Installed,12m²square meters,3,15m²square meters,14m²square meters,12m²square meters,,,1,2,No,,,,,Yes,Yes,,,,280 kWh/m²kilowatt hour per square meters,C,20220706-0002636515-RES-1,Not specified,Not specified,Gas,Yes,"€ 510,000510000 €","€ 1,6161616 €",No,Tramlaan 249 1933- Sterrebeek,http://www.kasperkent.be,831 - Ziptstraat 52,Flemish Brabant,,6 m,,,,,Connected,300m²square meters,,,,,Possible flood zone,,North West,,,Yes,,,,No,No,No,No,,,,,,,,,,,,,,,,"Living area (residential, urban or rural)",,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10150739,10150739,house,house,425000,forsale,3040,xl,,1952,good,gas,382,3,736,true,true,400,true,,,,3,,Flemish Brabant,After signing the deed,,1952,Good,4,,3,,,150m²square meters,15m²square meters,Yes,,16m²square meters,3,15m²square meters,15m²square meters,22m²square meters,,,1,2,,,No,,736m²square meters,Yes,Yes,,,,382 kWh/m²kilowatt hour per square meters,D,20220406-0002579037-RES-1,Not specified,Not specified,Gas,Yes,"€ 425,000425000 €",€ 696696 €,No,Brusselsesteenweg 415 3090- Overijse,http://www.clintimmo.be,4933265,Flemish Brabant,,,,,Yes,,Connected,400m²square meters,,,,,Recognized flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156819,10156819,house,house,375000,forsale,1840,xl,installed,,good,gas,251,3,190,,true,,,,,1,,,Flemish Brabant,,,,Good,2,1,,,,229m²square meters,,,Installed,12m²square meters,3,18m²square meters,16m²square meters,14m²square meters,,,1,2,,13m²square meters,No,,190m²square meters,,,,,,251 kWh/m²kilowatt hour per square meters,C,202209200-0001891371-RES-1,Not specified,Not specified,Gas,,"€ 375,000375000 €",€ 661661 €,No,Valkebeekstraat 24 1861- Wolvertem,http://www.vmv-vastgoed.be,590 - V22LON/141,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,West,No,,,,,,,,,,,,,,,,,,,,,,,No,,"Living area (residential, urban or rural)",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135413,10135413,house,house,339000,forsale,1500,xl,semiequipped,1875,tobedoneup,gas,,2,90,,true,,,,,,,,Flemish Brabant,To be defined,,1875,To be done up,2,,,Countryside,,190m²square meters,,,Semi equipped,12m²square meters,2,23m²square meters,12m²square meters,,,,1,2,,,No,,90m²square meters,Yes,,,Yes,,Not specified,Not specified,0002670383-KNR-2,Not specified,Not specified,Gas,Yes,"€ 339,000339000 €","€ 1,1871187 €",No,Alsembergsesteenweg 660 1653- Dworp,http://www.multimmo.be,7745 - 3671,Flemish Brabant,January 1 2023 - 12:00 AM,,,,,,,,,,,,Non flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
10135410,10135410,house,house,339000,forsale,1502,xl,semiequipped,1875,tobedoneup,gas,,2,90,,true,,,,,,,,Flemish Brabant,To be defined,,1875,To be done up,2,,,Countryside,,190m²square meters,,,Semi equipped,12m²square meters,2,23m²square meters,12m²square meters,,,,1,2,,,No,,90m²square meters,Yes,,,Yes,,Not specified,Not specified,0002670383-KNR-2,Not specified,Not specified,Gas,Yes,"€ 339,000339000 €","€ 1,1871187 €",No,Alsembergsesteenweg 660 1653- Dworp,http://www.multimmo.be,7747 - 3657,Flemish Brabant,January 1 2023 - 12:00 AM,,,,,,,,,,,,Non flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,
9965329,9965329,house,house,349000,forsale,1700,xl,installed,1967,justrenovated,gas,,2,235,,true,,,,,,,,Flemish Brabant,After signing the deed,,1967,Just renovated,3,,,,Link to the virtual visit,140m²square meters,31m²square meters,,Installed,,2,,,,,,,1,,,No,,235m²square meters,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 349,000349000 €",€ 681681 €,No,Postweg 119 1602- Vlezenbeek,,1737 - 6826841,Flemish Brabant,,,1,,,,,,,,,,,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591,,,,,,,,,,,,,,,,,,,,,
9853498,9853498,house,house,385000,forsale,1831,xl,,1938,asnew,,441,4,297,true,true,130,true,,,,,,Flemish Brabant,,,1938,As new,,,,,,155m²square meters,15m²square meters,Yes,,26m²square meters,4,14m²square meters,15m²square meters,13m²square meters,16m²square meters,,,2,No,40m²square meters,No,,297m²square meters,Yes,,No,Yes,No,441 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,,No,"€ 385,000385000 €",€ 961961 €,No,Hendrik I-lei191/01 1800- Vilvoorde,http://www.immopfaff.be,3209943,Flemish Brabant,,6 m,,,,,Connected,130m²square meters,60m²square meters,No,No,Yes,Non flood zone,,South East,,,No,,,,No,No,No,No,,,No,,No,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",,Yes,Yes,75m²square meters,5m²square meters,No,,,,,,,,,,,,,,,,,,,,,,,,
10123234,10123234,house,house,430000,forsale,1850,xl,,1930,good,gas,379,4,650,,,,,,,,,,Flemish Brabant,After signing the deed,,1930,Good,4,,,,Link to the virtual visit,190m²square meters,15m²square meters,Yes,,25m²square meters,4,,,,,,1,,,,No,No,650m²square meters,Yes,,No,No,No,379 kWh/m²kilowatt hour per square meters,D,0002657710-RES-1,Not specified,Not specified,Gas,Yes,"€ 430,000430000 €",€ 540540 €,No,"Prinsenstraat, 24 1850- Grimbergen",http://www.era.be/immotoye,,Flemish Brabant,,,,,,26 mmeters,Connected,,,No,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,No,No,,No,No,No,No,,No,No,Farming area,,Yes,No,,,,,,379,,,,,,,,,,,,,,,,,,,,,
