,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Available date,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Elevator,Accessible for disabled people,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Covered parking spaces,Bedroom 3 surface,Bedroom 4 surface,Basement,Attic,Width of the lot on the street,Terrace surface,Double glazing,Total ground floor buildable,Virtual visit,Bedroom 5 surface,Conformity certification for fuel tanks,Terrace,Neighbourhood or locality,Dining room,Secure access / alarm,Dressing room,Basement surface,Land is facing street,Wooded land,Plot at rear,Flat land,Garden,Garden orientation,Caretaker,Intercom,Visio phone,Type of building,Obligation to build,E-level (overall energy performance),Thermic solar panels,How many fireplaces?,Laundry room,Professional space surface,Professional space,Attic surface,Armored door,Terrace orientation,Number of annexes,Air conditioning,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Common water heater,Living room,Agent's name,Current monthly revenue,Isolated,Venue of the sale,Single session,Terms of visit,Starting price,Property name,Percentage rented,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Date of the sale
10080987,10080987,house,house,235000,forsale,9700,m,installed,,justrenovated,gas,384,3,160,true,,,true,true,,,1,,East Falnders,After signing the deed,,,Just renovated,3,1,,,,Installed,,3,,,1,,1,,Yes,,160m²square meters,,,,,,Yes,,384 kWh/m²kilowatt hour per square meters,D,20220825-0002662110-RES-1,Not specified,Not specified,,Gas,Yes,No,No,,Non flood zone,,"Make an offer starting from€ 235,000Make an offer starting from235000 €",€ 324324 €,No,Oudenaardsesteenweg 133 8580- Avelgem,,,East Falnders,,,,,,Yes,,,Yes,,,,,Yes,,Yes,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Bernard DENYS,,Yes,,,,,,,,,,,,,,,,
10114282,10114282,house,house,299000,forsale,9220,m,hyperequipped,,justrenovated,gas,202,3,179,,,,,,,,,,East Falnders,,,,Just renovated,2,,"Living area (residential, urban or rural)",,,Hyper equipped,,3,,,1,1,2,,No,No,179m²square meters,,,,,,,,202 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,,Gas,,,,,,Extended residential area,"€ 299,000299000 €",,No,Roodkruidsstraat 25 9220- Hamme,,spir964,East Falnders,,,,,,,5.6 mmeters,,No,,,,No,,,,,No,,,,,,,,,,,,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,
10050611,10050611,house,house,285000,forsale,9400,m,installed,1919,torenovate,gas,1199,4,196,,,,,,,,,,East Falnders,,,1919,To renovate,2,,Urban,,,Installed,,4,,,,,,,No,No,196m²square meters,Not connected,No,,,,,,1199 kWh/m²kilowatt hour per square meters,F,20220804-0002650821-RES-1,Not specified,Not specified,,Gas,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 285,000285000 €",€ 887887 €,No,Edingsesteenweg 296 9400- Ninove,http://www.deschepper-debont.be,SK491,East Falnders,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,South West,,,,,,,,,,,,,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
10064468,10064468,house,house,269000,forsale,9050,m,installed,,torenovate,,505,3,145,,,,,,,,,,East Falnders,After signing the deed,,,To renovate,2,,,153m²square meters,,Installed,,3,,,1,,1,,No,No,145m²square meters,,,,,,,,505 kWh/m²kilowatt hour per square meters,F,20220816-0002656174-RES-1,Not specified,Not specified,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 269,000269000 €",,No,Evergemsesteenweg 44A 9032- Wondelgem,http://www.topvastgoed.be,spir1984,East Falnders,,,,,,,,,Yes,,,,No,,,,,No,,,,,,Yes,South,,,,,No,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,,,
10064428,10064428,house,mixedusebuilding,319000,forsale,9160,m,installed,1954,,gas,266,4,142,,true,,true,,,,,,East Falnders,After signing the deed,,1954,,2,,Urban,,,Installed,,4,9m²square meters,12m²square meters,1,1,2,,No,No,142m²square meters,,,,No,No,Yes,No,266 kWh/m²kilowatt hour per square meters,C,20220719-0002643574-RES I,Not specified,Not specified,,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 319,000319000 €",€ 708708 €,Yes,Hemelrijk 15 9402- Meerbeke,,spir4930,East Falnders,,,13m²square meters,6m²square meters,,,,15m²square meters,Yes,,,,No,,,,No,No,10m²square meters,,,,,Yes,West,No,No,No,,No,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,,,
10062592,10062592,house,house,319000,forsale,9160,m,installed,1954,,gas,266,4,142,,true,,true,,,,,,East Falnders,After signing the deed,,1954,,2,,Urban,,,Installed,,4,9m²square meters,12m²square meters,1,1,2,,No,No,142m²square meters,,,,No,No,Yes,No,266 kWh/m²kilowatt hour per square meters,C,20220719-0002643574-RES I,Not specified,Not specified,,Gas,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 319,000319000 €",€ 708708 €,No,Hemelrijk 15 9402- Meerbeke,,spir4926,East Falnders,,,13m²square meters,6m²square meters,,,,15m²square meters,Yes,,,,No,,,,No,No,10m²square meters,,,,,Yes,West,No,No,No,,No,,,,,,,,,,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,,,
10101980,10101980,house,house,320000,forsale,9950,m,,1971,tobedoneup,fueloil,,4,371,,,1,,,,,,,East Falnders,,,1971,To be done up,,,,371m²square meters,,,,4,12m²square meters,12m²square meters,1,,2,,No,,371m²square meters,,No,1m²square meter,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Fuel oil,Yes,,No,No,,,"€ 320,000320000 €",€ 694694 €,No,,,,East Falnders,,,13m²square meters,13m²square meters,,,,,Yes,,,,"Yes, conform",,,,,No,,Yes,No,No,Yes,,,,,,All kind,,,No,,,,No,,No,,,,,,,No,No,No,,,,,,,,,,,,,,,,,,,,
10137291,10137291,house,house,325000,forsale,9940,m,,,good,,,2,410,true,,1,,,,2,3,,East Falnders,To be defined,,,Good,2,3,"Living area (residential, urban or rural)",70m²square meters,,,10m²square meters,2,11m²square meters,12m²square meters,1,,1,,No,,410m²square meters,,Yes,1m²square meter,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,"€ 325,000325000 €",€ 198198 €,No,,,,East Falnders,9 m,2,,,,Yes,,,Yes,,,,,,,Yes,No,No,,No,No,No,No,,,No,No,No,All kind,,,No,1,,,No,,No,,,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,
10035606,10035606,house,house,345000,forsale,9690,m,hyperequipped,,justrenovated,gas,170,3,327,,true,170,true,,,,,,East Falnders,After signing the deed,,,Just renovated,3,,"Living area (residential, urban or rural)",,,Hyper equipped,,3,,,1,,2,,No,,327m²square meters,Connected,Yes,170m²square meters,No,No,Yes,No,170 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,,Gas,,,,,Non flood zone,,"€ 345,000345000 €",€ 334334 €,No,,,,East Falnders,,,,,Yes,,,30m²square meters,Yes,,,,"Yes, conform",,,Yes,No,No,,No,No,No,No,,South East,No,Yes,No,All kind,,,No,,Yes,,No,,No,South East,,No,No,No,Yes,No,No,No,Yes,,,,,,,,,,,,,,,,,,,
10068599,10068599,house,house,349000,forsale,9000,m,installed,,torenovate,gas,362,5,55,,true,,,,,,,,East Falnders,,,,To renovate,,,,136m²square meters,25m²square meters,Installed,12m²square meters,5,19m²square meters,12m²square meters,,,,,No,No,55m²square meters,Connected,Yes,,,,,,362 kWh/m²kilowatt hour per square meters,D,20211108-0002490394-RES-1,Not specified,Not specified,,Gas,,No,Yes,,Non flood zone,"Living area (residential, urban or rural)","€ 349,000349000 €",,No,Ajuinlei 12 9000- Gent,http://www.i-moov.be,85-22-HL12a,East Falnders,,,19m²square meters,12m²square meters,,,,,Yes,,,18m²square meters,,,,,,No,35m²square meters,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10122814,10122814,house,house,349000,forsale,9750,m,installed,,,fueloil,380,2,745,true,,,true,,,,,,East Falnders,,,,,4,,"Living area (residential, urban or rural)",220m²square meters,,Installed,,2,,,1,1,2,,,,745m²square meters,Connected,Yes,,,,,,380 kWh/m²kilowatt hour per square meters,D,20220426-0002591067-RES-1,670 kg CO₂/m²,Not specified,,Fuel oil,Yes,No,,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 349,000349000 €",€ 674674 €,,Marktweg 112 A 9500- Geraardsbergen,,,East Falnders,,,,,,Yes,,,Yes,,,,"Yes, conform",Yes,,Yes,,,,,,,Yes,Yes,South,,,,,,670,,,Yes,,,,,,,,,,,,,,Yes,T&amp;A Partners,,Yes,,,,,,,,,,,,,,,,
9753614,9753614,house,house,350000,forsale,9820,m,installed,1930,torenovate,gas,849,2,754,,,754,,,,,4,,East Falnders,,,1930,To renovate,3,4,,,,Installed,,2,,,1,,1,,No,No,754m²square meters,,,754m²square meters,No,No,Yes,No,849 kWh/m²kilowatt hour per square meters,F,20220203-0002538970-RES-1,Not specified,Not specified,,Gas,,Yes,No,No,,"Living area (residential, urban or rural)","€ 350,000350000 €",,No,Eedstraat 22-24 9810- Nazareth,http://www.speybroeck.be,spir18966,East Falnders,,,,,,,,,Yes,,,,No,,,,No,No,,,,,,,,No,No,No,,No,,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,
10116200,10116200,house,countrycottage,355000,forsale,9000,m,installed,,asnew,gas,,2,1570,,true,,true,,,,,,East Falnders,After signing the deed,,,As new,4,,Countryside,87m²square meters,,Installed,,2,,,,1,1,,,,1570m²square meters,,Yes,,,,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,,,,,,"Living area (residential, urban or rural)","€ 355,000355000 €",,,Sparrestraat 9920- Lovendegem,http://www.mv-immo.be,,East Falnders,,,,,Yes,,,,,,,,,Yes,Westdorpe,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
10077858,10077858,house,mixedusebuilding,399000,forsale,9600,m,,,justrenovated,gas,280,3,121,,,,true,,,1,,,East Falnders,,,,Just renovated,,,,305m²square meters,,,,3,,,3,,,,No,No,121m²square meters,Connected,Yes,,No,No,Yes,No,280 kWh/m²kilowatt hour per square meters,C,202205240002610401-RES-1,Not specified,Not specified,,Gas,,,Yes,No,,Residential area with cultural historical aesthetic value,"€ 399,000399000 €",,Yes,Grote Markt 13 9600- Ronse,,WAT4,East Falnders,10 m,1,,,,,10 mmeters,,Yes,,,,,Yes,,,No,No,,No,No,No,No,Yes,South,No,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104345,10104345,house,bungalow,415000,forsale,9290,m,,1978,,,243,4,1102,,true,,,,,1,,,East Falnders,,,1978,,4,,,205m²square meters,,,,4,,,1,,2,,No,No,1102m²square meters,Connected,Yes,,No,No,Yes,No,243 kWh/m²kilowatt hour per square meters,C,20220906-0002208322-RES-3,Not specified,Not specified,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 415,000415000 €","€ 1,3331333 €",No,Sint-Annaplein 1 9290- Berlare,,,East Falnders,,1,,,Yes,,,,Yes,,,,,,,,No,,,,,,,Yes,South,,No,No,Bungalow,,,,1,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10047574,10047574,house,house,425000,forsale,9130,m,,,,,,5,420,,,300,true,true,,2,2,,East Falnders,,,,,,2,,235m²square meters,50m²square meters,,,5,,,2,,3,12m²square meters,Yes,No,420m²square meters,,,300m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,,,,,,"€ 425,000425000 €",,No,Kerkstraat 2 9170- St-Gillis-Waas,http://www.finehomes.be,1138 - 2025,East Falnders,,2,,,,,,,,,,,,Yes,,,,,,,,,,,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9590897,9590897,house,apartmentblock,595000,forsale,9300,m,installed,,asnew,gas,,5,390,,true,,true,,,2,,,East Falnders,,,,As new,,,,230m²square meters,,Installed,,5,,,3,,3,,No,,390m²square meters,Connected,Yes,,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 595,000595000 €",,Yes,Keizersplein 21 9300- Aalst,http://www.bvinvest.be,aakre32,East Falnders,,2,,,Yes,,,,Yes,,,,,Yes,,,No,No,,No,No,No,No,,,No,No,No,,No,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
10000023,10000023,house,exceptionalproperty,585000,forsale,9290,m,notinstalled,1981,torenovate,,,3,10733,,,10500,true,true,,2,4,,East Falnders,After signing the deed,,1981,To renovate,4,4,,240m²square meters,55m²square meters,Not installed,,3,31m²square meters,20m²square meters,1,1,2,20m²square meters,Yes,,10733m²square meters,,,10500m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,No,Yes,No,Non flood zone,,"€ 585,000585000 €",€ 869869 €,No,Molenstraat 77 9300- Aalst,,4837346,East Falnders,,2,34m²square meters,,,,30 mmeters,,,,,,,Yes,Oost-Vlaanderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10058096,10058096,house,villa,675000,forsale,9340,m,installed,1991,asnew,fueloil,258,3,0,true,,1,true,true,,,,,East Falnders,To be defined,,1991,As new,4,,,265m²square meters,,Installed,16m²square meters,3,,,1,1,2,,Yes,,,Connected,Yes,1m²square meter,No,No,Yes,No,258 kWh/m²kilowatt hour per square meters,C,20220811-0002654519-RES-1,Not specified,Not specified,No,Fuel oil,Yes,No,No,No,Non flood zone,,"€ 675,000675000 €",,No,,,,East Falnders,14 m,,,,,Yes,,1m²square meter,Yes,,,,"Yes, conform",,,Yes,Yes,No,,No,No,No,No,,,No,No,Yes,All kind,No,,No,,Yes,,Yes,,No,,,No,No,No,Yes,No,No,No,Yes,,,Yes,,,,,,,,,,,,,,,,
10041262,10041262,house,villa,795000,forsale,9200,m,hyperequipped,2000,asnew,fueloil,254,6,2000,true,,,true,true,true,1,4,,East Falnders,To be defined,,2000,As new,4,4,Countryside,,27m²square meters,Hyper equipped,24m²square meters,6,16m²square meters,17m²square meters,2,,2,13m²square meters,Yes,,2000m²square meters,Not connected,Yes,,,,Yes,Yes,254 kWh/m²kilowatt hour per square meters,C,0002630693-RES-1,Not specified,Not specified,,Fuel oil,,,,,Possible flood zone,,"€ 795,000795000 €",,No,Mechelsesteenweg 123 bus 1 9200- Dendermonde,http://www.immotijl.be,4856514,East Falnders,,1,17m²square meters,,,Yes,,,Yes,260m²square meters,Link to the virtual visit,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9956007,9956007,house,villa,845000,forsale,9473,m,,1990,asnew,,304,4,971,,,,true,,,2,4,,East Falnders,After signing the deed,,1990,As new,4,4,"Living area (residential, urban or rural)",444m²square meters,,,,4,,,1,,,,,,971m²square meters,,Yes,,,,,,304 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,,,Yes,No,No,No,,"Living area (residential, urban or rural)","€ 845,000845000 €","€ 1,4451445 €",,Wontergemstraat 3 9810- Eke,http://www.architectenwoning.be,,East Falnders,,2,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kristof Welleman,,,,,,,Woning W,,,,,,,,,,,
10110497,10110497,house,villa,845000,forsale,9160,m,installed,2019,asnew,,,3,724,,,,true,true,,2,5,,East Falnders,,,2019,As new,4,5,Countryside,220m²square meters,,Installed,,3,,,2,,2,,Yes,No,724m²square meters,Connected,Yes,,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 845,000845000 €",,Yes,Durmelaan 24 9160- Lokeren,http://www.woonhoekvastgoed.be,22/063 Lok,East Falnders,17.8 m,2,,,,,,,Yes,,,,,Yes,,Yes,No,,,,,,,,,,No,Yes,Villa,,,,,,,,,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
10110496,10110496,house,villa,845000,forsale,9250,m,installed,2019,asnew,,,3,724,,,,true,true,,2,5,,East Falnders,,,2019,As new,4,5,Countryside,220m²square meters,,Installed,,3,,,2,,2,,Yes,No,724m²square meters,Connected,Yes,,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 845,000845000 €",,Yes,Durmelaan 24 9160- Lokeren,http://www.woonhoekvastgoed.be,22/063,East Falnders,17.8 m,2,,,,,,,Yes,,,,,Yes,,Yes,No,,,,,,,,,,No,Yes,Villa,,,,,,,,,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
10140417,10140417,house,house,299000,forsale,9000,m,installed,1900,asnew,,523,5,0,,,,,,,,,,East Falnders,,February 1 2023 - 12:00 AM,1900,As new,,,Urban,271m²square meters,,Installed,,5,,,1,,1,,No,,,Not connected,Yes,,,,,,523 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 299,000299000 €",,No,Godshuisstraat 1 9185- Wachtebeke,http://www.immomamo.be,PV Brugsesteenweg 95,East Falnders,,,,,,,,,Yes,,,,,,,,,No,,No,No,No,No,Yes,South West,,,,,No,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
9568200,9568200,house,house,329000,forsale,9140,m,,2021,,gas,,3,83,,,,true,,,,,1,East Falnders,,,2021,,3,,,145m²square meters,40m²square meters,,,3,,,1,,,,,No,83m²square meters,Connected,Yes,,Yes,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,No,No,No,,"Living area (residential, urban or rural)","€ 329,000329000 €",,No,Gentse Baan 45A 9100- Sint-Niklaas,http://www.era.be/wonen,,East Falnders,8 m,,,,,,,21m²square meters,Yes,,,,,,,,No,,,,,,,,,,,,,,,Yes,,,,,,No,,,,No,No,,No,No,No,,,,,,,,,,,,,,,,,,,,
10026318,10026318,house,house,375000,forsale,9620,m,installed,,torenovate,,774,3,2896,,,,,true,,,,,East Falnders,,,,To renovate,,,,220m²square meters,,Installed,,3,,,1,,1,,Yes,,2896m²square meters,Connected,Yes,,,,,,774 kWh/m²kilowatt hour per square meters,F,20220718-0002643129-RES-1,Not specified,Not specified,,,Yes,Yes,No,No,,"Living area (residential, urban or rural)","€ 375,000375000 €",€ 751751 €,No,"Heldenlaan, 83 9620- Zottegem",,Elenestraat 300,East Falnders,,,,,,,,,No,,,,,,,,,No,,No,No,No,No,,,,,,,No,,,,Yes,,,,,,,,,,,,,,,P &amp; P,,,,,,,,,,,,,,,,,,
9568201,9568201,house,house,329000,forsale,9140,m,,2021,,gas,,3,83,,,,true,,,,,1,East Falnders,,,2021,,3,,,145m²square meters,40m²square meters,,,3,,,1,,,,,No,83m²square meters,Connected,Yes,,Yes,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,No,No,No,,"Living area (residential, urban or rural)","€ 329,000329000 €",,No,Gentse Baan 45A 9100- Sint-Niklaas,http://www.era.be/wonen,,East Falnders,8 m,,,,,,,21m²square meters,Yes,,,,,,,,No,,,,,,,,,,,,,,,Yes,,,,,,No,,,,No,No,,No,No,No,,,,,,,,,,,,,,,,,,,,
9958664,9958664,house,house,169000,forsale,9470,m,semiequipped,,torenovate,gas,879,3,316,,,,,,,1,,,East Falnders,,,,To renovate,2,,,150m²square meters,,Semi equipped,,3,,,1,,1,,,No,316m²square meters,,,,,,,,879 kWh/m²kilowatt hour per square meters,F,2625782,Not specified,Not specified,No,Gas,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 169,000169000 €",,No,Ninoofsesteenweg 67 1500- Halle,http://www.immosedar.be,601 - 357,East Falnders,5 m,1,,,,,,,Yes,,,,,,,,,,,,,,,Yes,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153990,10153990,house,house,239000,forsale,9060,m,installed,1930,,,491,2,250,,,,,,,,,,East Falnders,,,1930,,3,,,,,Installed,,2,,,1,,2,,No,No,250m²square meters,Connected,Yes,,No,No,Yes,No,491 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,,,,,,No,,,"€ 239,000239000 €",€ 237237 €,No,Michel Gillemanstraat 69060- Zelzate,http://www.groephesters.be,22/052,East Falnders,5 m,,,,,,6.7 mmeters,,Yes,130m²square meters,,,,,,,No,,,,,,,Yes,North West,,No,No,,,,,,,,,,No,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
10166173,10166173,house,house,362255,forsale,9260,m,,2022,,,,3,325,,,,true,,,,1,,East Falnders,,,2022,,,1,,146m²square meters,,,,3,,,1,,2,,No,,325m²square meters,Connected,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 362,255362255 €",,No,Oude Vismijn 2a 9160- Lokeren,http://www.immovanhoorick.be,WE21 2,East Falnders,,,,,,,,,Yes,,,,,Yes,,,,No,,No,No,No,No,,,,,,,No,30,,,,,,,,,,,,,,,,,,Gunther Impens,,,,,,,,,,,,,,,,,,
10166172,10166172,house,house,405157,forsale,9260,m,,2022,,,,3,380,,,,true,,,,1,,East Falnders,,,2022,,,1,,170m²square meters,,,,3,,,1,,2,,No,,380m²square meters,Connected,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 405,157405157 €",,No,Oude Vismijn 2a 9160- Lokeren,http://www.immovanhoorick.be,WE21 3,East Falnders,,,,,,,,,Yes,,,,,Yes,,,,No,,No,No,No,No,,,,,,,No,30,,,,,,,,,,,,,,,,,,Gunther Impens,,,,,,,,,,,,,,,,,,
10138169,10138169,house,house,355000,forsale,9300,m,,,asnew,,486,3,437,true,true,,,,,1,,,East Falnders,,,,As new,,,Urban,140m²square meters,,,14m²square meters,3,16m²square meters,12m²square meters,1,,1,,No,,437m²square meters,Connected,Yes,,,,,,486 kWh/m²kilowatt hour per square meters,E,20220607-0002617974-RES-1,Not specified,Not specified,,,,,No,No,,"Living area (residential, urban or rural)","€ 355,000355000 €",€ 798798 €,No,Capucienenlaan 106 9300- Aalst,http://www.derick.be,Leopoldlaan162-TK-MR,East Falnders,,1,7m²square meters,,,,,,No,,,,,,,,,No,16m²square meters,No,No,No,No,,,,,,,No,,,,,,,44m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138170,10138170,house,house,325000,forsale,9300,m,,,asnew,,241,3,300,true,true,,,,,2,,,East Falnders,,,,As new,,,Urban,207m²square meters,,,13m²square meters,3,17m²square meters,10m²square meters,1,,1,,No,,300m²square meters,Connected,Yes,,,,,,241 kWh/m²kilowatt hour per square meters,C,20190402-0002145030-RES-1,Not specified,Not specified,,,Yes,,No,No,,"Living area (residential, urban or rural)","€ 325,000325000 €",€ 800800 €,No,Capucienenlaan 106 9300- Aalst,http://www.derick.be,Leopoldlaan136-TK-MV,East Falnders,,2,10m²square meters,,,,,,No,,,,,,,,,No,6m²square meters,No,No,No,No,,,,,,,No,,,,,,,40m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143335,10143335,house,house,155000,forsale,9230,m,,,tobedoneup,gas,374,2,0,true,true,,true,,,,,,East Falnders,After signing the deed,,,To be done up,2,,Urban,104m²square meters,,,,2,,,1,1,1,,,No,,,Yes,,No,,Yes,,374 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,,Gas,,,,,Non flood zone,,"€ 155,000155000 €",,No,Florimond Leirensstraat 32/01 9230- Wetteren,http://www.connectrealestate.be,4962179,East Falnders,,,,,Yes,Yes,,10m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156934,10156934,house,house,249000,forsale,9100,m,,1930,asnew,gas,172,3,86,,,,true,,,,,,East Falnders,,,1930,As new,,,,128m²square meters,,,,3,,,1,,,,No,,86m²square meters,Connected,Yes,,,,,,172 kWh/m²kilowatt hour per square meters,B,20220916-0002676684-RES-1,Not specified,Not specified,,Gas,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 249,000249000 €",€ 578578 €,No,Dorp West 4 2070- Zwijndrecht,http://www.immoselekt.be,K10875,East Falnders,,,,,,,,,Yes,,,,,Yes,,,,No,,No,No,No,No,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10140259,10140259,house,mansion,445000,forsale,9300,m,usainstalled,1900,asnew,gas,258,4,90,true,true,,,,,,,,East Falnders,,,1900,As new,,,,261m²square meters,,USA installed,16m²square meters,4,21m²square meters,14m²square meters,1,,2,,No,No,90m²square meters,Connected,Yes,,No,No,No,No,258 kWh/m²kilowatt hour per square meters,C,20210514-0002413090-RES-1,Not specified,Not specified,,Gas,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 445,000445000 €","€ 1,0181018 €",No,Dendermondsesteenweg 28 9300- Aalst,http://www.woonbemiddeling.com,6320C,East Falnders,,,22m²square meters,14m²square meters,,,,,Yes,,,,,,,,No,Yes,69m²square meters,No,No,No,No,Yes,South East,No,Yes,Yes,,No,,,,,,,14m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159866,10159866,house,house,395000,forsale,9000,m,,,justrenovated,gas,,4,71,,true,,true,true,,,,,East Falnders,,,,Just renovated,,,,150m²square meters,,,,4,,,,,,,Yes,,71m²square meters,Not connected,Yes,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Gas,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 395,000395000 €",,No,Oranjeberg 7 9000- Gent,http://www.oranjeberg.be,Jozef Wautersstraat,East Falnders,,,,,Yes,,,,Yes,,,,,Yes,,Yes,,No,,No,No,No,No,Yes,South West,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
