,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement surface,Attic surface,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Outdoor parking spaces,Attic,Width of the lot on the street,Terrace,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Elevator,Accessible for disabled people,TV cable,Swimming pool,Basement,Garden surface,Terrace surface,Living room,Planning permission obtained,Bedroom 5 surface,As built plan,Available date,Secure access / alarm,Intercom,Professional space,Armored door,Jacuzzi,Sauna,E-level (overall energy performance),Conformity certification for fuel tanks,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Garden,Garden orientation,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Extra information,Professional space surface,How many fireplaces?,Obligation to build,Venue of the sale,Single session,Terms of visit,Starting price,Agent's name,Caretaker,Air conditioning,Visio phone,Internet,Type of building,Isolated,Number of annexes,Current monthly revenue,Property name,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Percentage rented,Monthly charges,Architectural style,Construction delay,Energy performance,Is architect included in sale price,Is blower door test included,Kitchen included,Is outskirts arrangements included,Is safety coordinator included in sale price,Is soil investigation included in price,Is stability engineer included
10003445,After signing the deed,,,As new,3,1,Isolated,,510m²square meters,,,USA hyper equipped,,6,,,,,4,4,4,,Yes,,,,6500m²square meters,Connected,No,274 kWh/m²kilowatt hour per square meters,D,20220329009803,Not specified,175602 kWh/year,Fuel oil,Yes,"Make an offer starting from€ 999,000Make an offer starting from999000 €",,No,Rue Courteroie 3 6800- Libramont,http://imaginimmo.be,4836869,Belgian Luxembourg,30 m,4,Yes,30 mmeters,,500m²square meters,No,,,Non flood zone,,No,No,Yes,Yes,Yes,,120m²square meters,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143205,After signing the deed,,1956,Good,2,1,,,100m²square meters,14m²square meters,Yes,Semi equipped,12m²square meters,3,11m²square meters,14m²square meters,11m²square meters,,1,,,,,,,No,362m²square meters,Connected,Yes,270 kWh/m²kilowatt hour per square meters,D,20220818019532,Not specified,40861 kWh/year,Gas,Yes,"€ 370,000370000 €","€ 1,0511051 €",No,Place Didier 13 6700- Arlon,http://WWW.GROUPEARCADE.BE,4962344,Belgian Luxembourg,7.5 m,2,Yes,7.5 mmeters,,,,No,,Non flood zone,,,,,,Yes,230m²square meters,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10133634,To be defined,,2006,As new,4,4,Isolated,,430m²square meters,,Yes,USA installed,,4,,,,,1,1,1,,Yes,,,,8800m²square meters,,Yes,227 kWh/m²kilowatt hour per square meters,C,20220901002237,48 kg CO₂/m²,Not specified,Wood,Yes,"€ 1,090,0001090000 €",,No,,,,Belgian Luxembourg,10 m,4,,,,,,,,Non flood zone,Forest area,No,No,Yes,Yes,Yes,1m²square meter,1m²square meter,Yes,Yes,,,,No,No,Yes,No,No,No,,,No,No,No,No,,,Yes,Yes,Yes,Yes,Yes,Yes,,,,1,,,,,,,No,No,No,Yes,Villa,,2,,,,,,,,,,,,,,,,,,,,,,
10060995,After signing the deed,,2000,As new,4,2,Countryside,,270m²square meters,25m²square meters,Yes,Installed,16m²square meters,4,20m²square meters,15m²square meters,20m²square meters,25m²square meters,2,,3,,Yes,,,,,Connected,Yes,276 kWh/m²kilowatt hour per square meters,D,20211007019088,68 kg CO₂/m²,Not specified,Fuel oil,Yes,"€ 680,000680000 €","€ 1,0931093 €",No,,,,Belgian Luxembourg,20 m,2,Yes,,,,,,,Non flood zone,,No,Yes,Yes,No,,300m²square meters,38m²square meters,,Yes,,,,Yes,No,Yes,No,No,No,,"Yes, conform",No,No,No,No,,South,Yes,Yes,No,No,No,Yes,South,,,1,,,,,,,No,No,No,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,
10034383,To be defined,,,Good,4,,,,,,,Installed,,9,,,,,4,,,,,,,No,655m²square meters,Connected,No,326 kWh/m²kilowatt hour per square meters,D,20220414015589,Not specified,63756 kWh/year,Fuel oil,Yes,"€ 309,000309000 €","€ 2,0342034 €",Yes,Place Didier 13 6700- Arlon,http://WWW.GROUPEARCADE.BE,4852809,Belgian Luxembourg,23 m,4,Yes,23 mmeters,,,,,,,,,,,,Yes,355m²square meters,30m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9904892,To be defined,,1966,To renovate,4,,,Link to the virtual visit,165m²square meters,29m²square meters,,Semi equipped,,2,,,,,2,,,,,,,,1351m²square meters,,,513 kWh/m²kilowatt hour per square meters,G,20211105005317,Not specified,94017 kWh/year,Fuel oil,,"Make an offer starting from€ 225,000Make an offer starting from225000 €",€ 845845 €,No,Avenue Louis Libert 1 4920- Aywaille,http://www.schmidtimmo.be,4757360,Belgian Luxembourg,14 m,,Yes,,Yes,199m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10029883,After signing the deed,,,As new,2,1,"Living area (residential, urban or rural)",,140m²square meters,15m²square meters,Yes,Installed,17m²square meters,2,15m²square meters,14m²square meters,,,1,,2,,,,,No,1320m²square meters,Connected,Yes,253 kWh/m²kilowatt hour per square meters,C,20220630001980,Not specified,35472 kWh/year,Fuel oil,,"€ 280,000280000 €",€ 409409 €,,Rue Charles Magnette 9 6760- Virton,,,Belgian Luxembourg,,3,Yes,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,1,,,,,,TRODOUX Eddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10074060,After signing the deed,,1850,To be done up,3,,Isolated,,260m²square meters,,,Semi equipped,,6,,,,,4,4,4,,,,,No,211m²square meters,Connected,No,481 kWh/m²kilowatt hour per square meters,F,20160823019029,119 kg CO₂/m²,67333 kWh/year,Fuel oil,,"€ 374,000374000 €",,Yes,Rue de la 7ème Division d'infanterie française 13 6760- Ethe,,4842228,Belgian Luxembourg,,3,,,Yes,,,,,,,No,No,Yes,No,Yes,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10069310,After signing the deed,,1965,To be done up,4,6,,Link to the virtual visit,114m²square meters,23m²square meters,,,,4,,,,,,1,2,,,,,No,1065m²square meters,,,476 kWh/m²kilowatt hour per square meters,F,Not specified,118 kg CO₂/m²,Not specified,Fuel oil,Yes,"€ 395,000395000 €","€ 1,1651165 €",No,rue des Tondeurs 21 9570- WILTZ,http://www.jost-immo.com,815 - 857823,Belgian Luxembourg,,3,,,Yes,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123908,After signing the deed,,2021,As new,3,1,,,140m²square meters,22m²square meters,Yes,Not installed,12m²square meters,3,15m²square meters,12m²square meters,13m²square meters,,1,,,,,,,No,,Connected,No,67 kWh/m²kilowatt hour per square meters,A,20211217500810,Not specified,10506 kWh/year,,,"Make an offer starting from€ 499,000Make an offer starting from499000 €",,No,Place Didier 13 6700- Arlon,http://WWW.GROUPEARCADE.BE,4935098,Belgian Luxembourg,8.2 m,1,,14.25 mmeters,,,,,,Non flood zone,,,,,,Yes,60m²square meters,16m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9933599,After signing the deed,,2021,As new,3,1,,,140m²square meters,22m²square meters,Yes,Not installed,12m²square meters,3,15m²square meters,12m²square meters,13m²square meters,,1,,,,,,,No,,Connected,No,67 kWh/m²kilowatt hour per square meters,A,20211217500810,Not specified,10506 kWh/year,,,"Make an offer starting from€ 499,000Make an offer starting from499000 €",,No,Place Didier 13 6700- Arlon,http://WWW.GROUPEARCADE.BE,4772889,Belgian Luxembourg,8.2 m,1,,14.25 mmeters,,,,,,Non flood zone,,,,,,Yes,60m²square meters,16m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701467,After signing the deed,,1960,Good,4,1,"Living area (residential, urban or rural)",,224m²square meters,,Yes,Installed,,5,,,,,,,1,,Yes,,,No,821m²square meters,Connected,Yes,638 kWh/m²kilowatt hour per square meters,G,20211227003963,Not specified,Not specified,Fuel oil,Yes,"€ 365,000365000 €",,,Rue Charles Magnette 9 6760- Virton,,,Belgian Luxembourg,,5,Yes,,Yes,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,Yes,South,,Yes,,,,,,,,2,,,,,,TRODOUX Eddy,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
10166815,After signing the deed,,,Good,2,,Urban,,140m²square meters,20m²square meters,,USA installed,15m²square meters,3,15m²square meters,10m²square meters,8m²square meters,,1,1,1,,,,,No,,Connected,Yes,295 kWh/m²kilowatt hour per square meters,D,20160126003969,Not specified,32744 kWh/year,Fuel oil,Yes,"€ 229,000229000 €",,No,Rue Courteroie 3 6800- Libramont,http://imaginimmo.be,4972757,Belgian Luxembourg,,3,Yes,,,,,,,Non flood zone,,No,No,Yes,No,Yes,,20m²square meters,,,,,January 1 2023 - 12:00 AM,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9955771,After signing the deed,,,To renovate,4,,Isolated,,234m²square meters,24m²square meters,Yes,Not installed,16m²square meters,4,18m²square meters,14m²square meters,12m²square meters,13m²square meters,1,1,1,9m²square meters,Yes,,,No,700m²square meters,Connected,No,443 kWh/m²kilowatt hour per square meters,F,2022046026885,Not specified,95918 kWh/year,Fuel oil,Yes,"Make an offer starting from€ 180,000Make an offer starting from180000 €",€ 602602 €,No,Rue Courteroie 3 6800- Libramont,http://imaginimmo.be,4792019,Belgian Luxembourg,12 m,,Yes,19.8 mmeters,Yes,,No,,No,Non flood zone,"Living area (residential, urban or rural)",,No,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9660366,To be defined,,1850,To renovate,2,,Countryside,,250m²square meters,45m²square meters,,Not installed,19m²square meters,4,20m²square meters,12m²square meters,12m²square meters,13m²square meters,1,1,2,14m²square meters,Yes,,,No,,,,450 kWh/m²kilowatt hour per square meters,F,20200611017065,111 kg CO₂/m²,115552 kWh/year,Fuel oil,,"€ 165,000165000 €",,No,Rue de la 7ème Division d'infanterie française 13 6760- Ethe,,4600835,Belgian Luxembourg,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10115784,After signing the deed,,,,4,,,,218m²square meters,,,Installed,,4,,,,,2,,2,,,,,No,,,,437 kWh/m²kilowatt hour per square meters,F,20150703010423,110 kg CO₂/m²,67048 kWh/year,Fuel oil,,"€ 200,000200000 €",,Yes,Grand Place 39 6700-Arlon,http://www.bekimmo.be/,5368 - 4576169,Belgian Luxembourg,,,,,,,,,,Non flood zone,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010079,After signing the deed,,1955,To be done up,3,,,,216m²square meters,,,,14m²square meters,4,,,,,1,,,,,25m²square meters,,No,691m²square meters,Connected,Yes,587 kWh/m²kilowatt hour per square meters,G,20220628012858,25938 kg CO₂/m²,104860 kWh/year,Fuel oil,Yes,"€ 179,000179000 €",€ 900900 €,No,Chaussée de Liège 76 6900- Marche-en-Famenne,,2022-06-28,Belgian Luxembourg,7 m,,,19 mmeters,,,No,No,No,,"Living area (residential, urban or rural)",No,No,Yes,No,,,,,,,,,No,,,No,No,No,587,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10093922,After signing the deed,,2021,,4,1,Landscape,,143m²square meters,30m²square meters,,USA installed,7m²square meters,3,12m²square meters,11m²square meters,13m²square meters,,2,,2,,No,,71m²square meters,,1250m²square meters,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 450,000450000 €",,No,,,,Belgian Luxembourg,16 m,2,,,,,Yes,,No,,,No,No,Yes,No,,,23m²square meters,,Yes,,,,No,No,No,No,No,No,,,Yes,No,No,Yes,,,No,Yes,Yes,No,No,No,South West,,,1,,,,,,,No,No,No,No,All kind,Yes,,,,,,,,,,,,,,,,,,,,,,,
10071309,After signing the deed,,1899,Good,3,,,,139m²square meters,,,,28m²square meters,3,,,,,2,,,16m²square meters,Yes,,,No,850m²square meters,Not connected,Yes,106 kWh/m²kilowatt hour per square meters,B,20220615002906,18 kg CO₂/m²,18405 kWh/year,Electric,Yes,"€ 240,000240000 €",€ 799799 €,No,Chaussée de Liège 76 6900- Marche-en-Famenne,,,Belgian Luxembourg,8 m,,,,,,No,No,No,,"Living area (residential, urban or rural)",No,No,Yes,No,,,,,,,,,No,,Yes,No,No,No,106,,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10096808,After signing the deed,,,To be done up,4,1,Countryside,,180m²square meters,27m²square meters,Yes,Semi equipped,12m²square meters,3,12m²square meters,15m²square meters,12m²square meters,,1,2,2,,Yes,,,No,1192m²square meters,Connected,No,646 kWh/m²kilowatt hour per square meters,G,20220821002409,Not specified,104420 kWh/year,Fuel oil,Yes,"€ 240,000240000 €",,No,Rue Courteroie 3 6800- Libramont,http://imaginimmo.be,4902327,Belgian Luxembourg,,3,Yes,,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",No,No,Yes,No,Yes,1200m²square meters,,,Yes,,,January 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10073989,After signing the deed,,,Good,3,1,Isolated,,200m²square meters,25m²square meters,Yes,Installed,10m²square meters,4,15m²square meters,14m²square meters,10m²square meters,11m²square meters,1,1,2,,,,,No,460m²square meters,Connected,No,483 kWh/m²kilowatt hour per square meters,F,20170630015529,Not specified,102517 kWh/year,Fuel oil,,"€ 275,000275000 €",,No,Rue Courteroie 3 6800- Libramont,http://imaginimmo.be,4892625,Belgian Luxembourg,,2,,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",No,No,Yes,No,,,42m²square meters,,,,,January 1 2023 - 12:00 AM,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000140,Immediately,,1965,Good,4,1,,,314m²square meters,22m²square meters,Yes,,10m²square meters,4,18m²square meters,14m²square meters,14m²square meters,9m²square meters,1,,1,,No,105m²square meters,78m²square meters,,1200m²square meters,,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 285,000285000 €","€ 1,0161016 €",No,,,,Belgian Luxembourg,8 m,4,,,,,,,,Non flood zone,,No,No,Yes,No,,900m²square meters,,,,,,,No,No,No,No,No,No,,,No,No,No,No,,North East,No,Yes,Yes,No,Yes,Yes,,,,1,,,,,,,No,No,No,No,All kind,,,,,,,,,,,,,,,,,,,,,,,,
10058516,After signing the deed,,1955,Good,3,,,,216m²square meters,,,,17m²square meters,5,,,,,2,,,,,25m²square meters,,No,1671m²square meters,Not connected,Yes,587 kWh/m²kilowatt hour per square meters,G,20220628012858,145 kg CO₂/m²,104860 kWh/year,Fuel oil,Yes,"€ 299,000299000 €","€ 1,1521152 €",No,Chaussée de Liège 76 6900- Marche-en-Famenne,,,Belgian Luxembourg,7 m,,,,,,No,No,No,,"Living area (residential, urban or rural)",No,No,Yes,No,,,,,,,,,No,,,No,No,No,587,,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10047069,After signing the deed,,1880,To be done up,4,,,Link to the virtual visit,156m²square meters,18m²square meters,,Installed,,4,,,,,1,,,,,,,Yes,8749m²square meters,Not connected,No,605 kWh/m²kilowatt hour per square meters,G,20220105005630,Not specified,127868 kWh/year,Fuel oil,,"€ 399,000399000 €",€ 374374 €,No,Avenue Louis Libert 1 4920- Aywaille,http://www.schmidtimmo.be,4851639,Belgian Luxembourg,,1,Yes,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10099901,To be defined,,2001,Good,4,,,,244m²square meters,,,,27m²square meters,4,,,,,2,,,20m²square meters,Yes,69m²square meters,,No,1041m²square meters,Not connected,Yes,225 kWh/m²kilowatt hour per square meters,C,20200324006060,56 kg CO₂/m²,61308 kWh/year,Fuel oil,Yes,"€ 640,000640000 €",€ 892892 €,No,Chaussée de Liège 76 6900- Marche-en-Famenne,,2022-06-01,Belgian Luxembourg,15 m,,,22 mmeters,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)",No,No,Yes,No,,,72m²square meters,,Yes,,,,No,,Yes,No,No,No,225,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9967420,After signing the deed,,,Good,3,1,Countryside,,180m²square meters,21m²square meters,,Semi equipped,15m²square meters,3,16m²square meters,11m²square meters,8m²square meters,,1,1,3,,,,,No,1275m²square meters,Connected,No,264 kWh/m²kilowatt hour per square meters,D,2019030006815,65 kg CO₂/m²,46774 kWh/year,Fuel oil,Yes,"€ 175,000175000 €",€ 745745 €,No,Rue Courteroie 3 6800- Libramont,http://imaginimmo.be,4732605,Belgian Luxembourg,,2,Yes,,,,,,,Non flood zone,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10136228,After signing the deed,,,As new,3,1,,,240m²square meters,27m²square meters,Yes,USA hyper equipped,13m²square meters,4,17m²square meters,15m²square meters,18m²square meters,9m²square meters,1,1,1,,Yes,,,,20013m²square meters,Connected,No,419 kWh/m²kilowatt hour per square meters,E,20220907021273,Not specified,96328 kWh/year,Pellet,Yes,"€ 985,000985000 €",,No,Place Didier 13 6700- Arlon,http://WWW.GROUPEARCADE.BE,4959332,Belgian Luxembourg,,20,Yes,,,,,,,,,No,Yes,Yes,No,Yes,21300m²square meters,50m²square meters,,,,,January 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,1100m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9749614,After signing the deed,,1961,Good,2,,"Living area (residential, urban or rural)",,,14m²square meters,Yes,Installed,7m²square meters,3,12m²square meters,13m²square meters,7m²square meters,,1,,2,,,,,No,143m²square meters,Connected,Yes,576 kWh/m²kilowatt hour per square meters,G,20120727003275,Not specified,55707 kWh/year,Fuel oil,Yes,"€ 180,000180000 €",€ 483483 €,,Rue Charles Magnette 9 6760- Virton,,,Belgian Luxembourg,,,Yes,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,North East,,Yes,,,,,,,,,,,,,,Eddy TRODOUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10093300,After signing the deed,,1959,To be done up,4,1,Countryside,,209m²square meters,16m²square meters,Yes,,,4,17m²square meters,12m²square meters,14m²square meters,12m²square meters,1,,3,,No,100m²square meters,,,1500m²square meters,Connected,Yes,412 kWh/m²kilowatt hour per square meters,E,20220822010459,102 kg CO₂/m²,Not specified,Fuel oil,Yes,"€ 350,000350000 €",€ 631631 €,No,,,,Belgian Luxembourg,10 m,5,Yes,,,,,,No,,,No,No,Yes,No,,1000m²square meters,20m²square meters,,Yes,,,,No,No,No,No,No,No,412,,No,No,No,No,,North West,Yes,Yes,Yes,No,Yes,Yes,North West,,,,,,,,,,No,No,No,Yes,All kind,,,,,,,,,,,,,,,,,,,,,,,,
10144079,After signing the deed,,,Good,4,1,"Living area (residential, urban or rural)",,248m²square meters,,Yes,,,3,,,,,1,,2,,,,,,980m²square meters,Connected,Yes,602 kWh/m²kilowatt hour per square meters,G,20220225004733,Not specified,149227 kWh/year,Fuel oil,Yes,"€ 295,000295000 €",€ 867867 €,,Rue Charles Magnette 9 6760- Virton,,,Belgian Luxembourg,,3,Yes,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Eddy TRODOUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012742,After signing the deed,,,,4,2,,,296m²square meters,20m²square meters,Yes,Installed,16m²square meters,4,20m²square meters,17m²square meters,14m²square meters,9m²square meters,1,,1,,,71m²square meters,85m²square meters,No,2081m²square meters,,No,550 kWh/m²kilowatt hour per square meters,G,G,136 kg CO₂/m²,109143 kWh/year,Fuel oil,,"€ 350,000350000 €",€ 954954 €,No,Rue Lucien Burnotte 27 6840- Neufchateau,https://www.neufcoeur.be/,4810401,Belgian Luxembourg,9 m,13,,,Yes,148m²square meters,,,,,,No,,Yes,No,,1131m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9820078,After signing the deed,,,Good,4,1,"Living area (residential, urban or rural)",,248m²square meters,,Yes,,,3,,,,,1,,2,,Yes,,,,980m²square meters,Connected,Yes,602 kWh/m²kilowatt hour per square meters,G,20220225004733,Not specified,149227 kWh/year,Fuel oil,Yes,"€ 295,000295000 €",€ 867867 €,,Rue Charles Magnette 9 6760- Virton,,,Belgian Luxembourg,,3,Yes,,Yes,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,"Yes, conform",,,,,,,,Yes,,,,,,,,1,,,,,,Eddy TRODOUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10098734,After signing the deed,,2022,,3,,,,,,Yes,,,4,,,,,2,,2,,No,,,,400m²square meters,,No,Not specified,Not specified,Not specified,Not specified,Not specified,,No,"€ 90,00090000 €",,No,,,,Belgian Luxembourg,,,,,,,Yes,,No,,,,,,,,1m²square meter,,Yes,Yes,,,,,,No,No,,,,,No,No,No,No,,,No,Yes,No,No,No,No,,,,,,,,,,,,,,,All kind,,,,,,,,,,,,,,,,,,,,,,,,
10073393,After signing the deed,,,Just renovated,3,1,Countryside,,250m²square meters,18m²square meters,Yes,USA hyper equipped,10m²square meters,3,14m²square meters,14m²square meters,11m²square meters,,2,2,2,18m²square meters,Yes,10m²square meters,100m²square meters,Yes,700m²square meters,Connected,Yes,Not specified,F,20220819006295,Not specified,Not specified,,Yes,"€ 399,000399000 €",€ 500500 €,Yes,,,,Belgian Luxembourg,12 m,5,,,,,,,,Non flood zone,,No,No,Yes,No,,400m²square meters,60m²square meters,,,,,,No,Yes,Yes,No,No,No,,,No,Yes,No,No,,South,Yes,Yes,No,No,Yes,No,South,,,1,,,,,,,No,No,No,Yes,All kind,,,,,,,,,,,,,,,,,,,,,,,,
10079194,After signing the deed,,1969,Good,2,1,Countryside,,180m²square meters,36m²square meters,,Installed,18m²square meters,2,12m²square meters,14m²square meters,,,1,1,2,,,,,No,331m²square meters,Connected,No,340 kWh/m²kilowatt hour per square meters,D,20220420007145,84 kg CO₂/m²,60568 kWh/year,Fuel oil,Yes,"€ 235,000235000 €",€ 741741 €,No,Rue Courteroie 3 6800- Libramont,http://imaginimmo.be,4732723,Belgian Luxembourg,,,,,,,,,,Non flood zone,,,,Yes,,Yes,,30m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9954390,After signing the deed,,1951,As new,3,1,"Living area (residential, urban or rural)",,140m²square meters,17m²square meters,Yes,Semi equipped,,3,16m²square meters,13m²square meters,14m²square meters,,1,,2,,,,25m²square meters,No,513m²square meters,Connected,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,,"€ 270,000270000 €",€ 560560 €,,Rue Charles Magnette 9 6760- Virton,,,Belgian Luxembourg,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,Eddy TRODOUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103695,After signing the deed,,2017,As new,4,1,Isolated,,185m²square meters,20m²square meters,Yes,Hyper equipped,23m²square meters,3,14m²square meters,11m²square meters,11m²square meters,,1,1,2,,Yes,,,No,1000m²square meters,Connected,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 499,000499000 €",,No,Rue Courteroie 3 6800- Libramont,http://imaginimmo.be,4904318,Belgian Luxembourg,,3,Yes,20 mmeters,,208m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)",No,No,Yes,No,Yes,1000m²square meters,35m²square meters,,,,,December 1 2022 - 12:00 AM,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10026612,After signing the deed,,1900,To renovate,4,,,,100m²square meters,,,,,2,,,,,1,,,,,,,No,221m²square meters,Connected,No,224 kWh/m²kilowatt hour per square meters,C,20220706020015,Not specified,36823 kWh/year,Fuel oil,Yes,"€ 180,000180000 €",€ 300300 €,No,Place Didier 13 6700- Arlon,http://WWW.GROUPEARCADE.BE,4849410,Belgian Luxembourg,8.5 m,1,,14 mmeters,,,,No,,Non flood zone,,,,,,,93m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10114814,After signing the deed,,,To be done up,3,1,Countryside,,120m²square meters,25m²square meters,,Semi equipped,14m²square meters,3,15m²square meters,12m²square meters,10m²square meters,,1,1,1,,,,,No,500m²square meters,Connected,No,493 kWh/m²kilowatt hour per square meters,F,20220908017050,Not specified,Not specified,,Yes,"€ 129,000129000 €",,No,Rue Courteroie 3 6800- Libramont,http://imaginimmo.be,4929378,Belgian Luxembourg,,3,,,,,,,,,,,,,,,448m²square meters,,,,,,January 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9891845,After signing the deed,,,Good,2,2,"Living area (residential, urban or rural)",,279m²square meters,27m²square meters,Yes,Installed,19m²square meters,5,20m²square meters,20m²square meters,10m²square meters,12m²square meters,2,,3,,,,,No,50m²square meters,Connected,Yes,256 kWh/m²kilowatt hour per square meters,D,20210106014159,Not specified,71458 kWh/year,Fuel oil,Yes,"€ 275,000275000 €",,,Rue Charles Magnette 9 6760- Virton,,,Belgian Luxembourg,,2,,,,,,,,,,,,,,Yes,,,,,12m²square meters,,,,Yes,,,,,,,,,,,,,,Yes,,,,,,,,1,,,,,,Eddy TRODOUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
